Id,Label,RiskScore,InDegree,OutDegree,Betweenness,DependentsCount,Downloads,StalenessDays,ClusteringCoeff,MaintainerRisk,Type
336,path-scurry,0.43691672685793315,1,2,0.0,88759,303454090,27,0.16666666666666666,1.0,dependency
337,@sendgrid/client,0.43635722728839244,1,0,0.0,22647,10876559,77,0.0,1.0,dependency
338,bcryptjs,0.43620078533172935,1,0,0.0,301987,21730229,32,0.0,1.0,dependency
339,systeminformation,0.4303428345566901,1,0,0.0,15997,13995388,61,0.0,1.0,dependency
340,fs-extra,0.4302654192304797,1,0,0.0,3606808,509856697,52,0.0,0.3333333333333333,dependency
341,winston-transport,0.4300627230348552,1,0,0.0,135581,65839170,390,0.0,0.2,dependency
342,sax,0.4294345482573375,2,0,0.0,4312111,196437052,30,0.5,1.0,seed
343,logform,0.42674223728379107,1,0,0.0,137657,65693501,390,0.0,0.16666666666666666,dependency
344,ms,0.4256879745670468,4,0,0.0,2318159,1277217112,87,0.08333333333333333,0.01818181818181818,seed
345,cheerio,0.4254811850591428,1,11,0.0,557077,55778270,52,0.0,0.5,dependency
346,get-east-asian-width,0.42498956179050473,2,0,0.0,39,84363322,86,0.0,1.0,dependency
347,formidable,0.42421061649839026,1,3,0.0,525124,63205066,206,0.0,0.2,dependency
348,encoding-sniffer,0.42384842167169356,1,0,0.0,27,21683792,179,0.0,1.0,dependency
349,minimist,0.4235284519379565,1,0,0.0,2004702,383420314,52,0.0,0.3333333333333333,dependency
350,aws-sdk,0.4230695868651382,1,10,0.0,181897,40126569,252,0.03636363636363636,0.2,dependency
351,p-queue,0.4228250934462957,1,0,0.0,125243,52554354,17,0.0,1.0,dependency
352,path-to-regexp,0.42277100192849154,0,0,0.0,4298330,395979823,93,0.0,0.16666666666666666,seed
353,basic-auth,0.4224221175054724,1,0,0.0,788900,36376164,205,0.0,0.25,dependency
354,router,0.42188054123254376,1,0,0.0,40231,54711084,253,0.0,0.3333333333333333,dependency
355,human-interval,0.42094221973507706,1,0,0.0,1805,894602,1265,0.0,0.5,dependency
356,@jest/types,0.4206839380710143,1,0,0.0,2802343,431360755,68,0.0,0.2,dependency
357,source-map,0.4193213787342237,0,0,0.0,1103771,903956053,129,0.0,0.045454545454545456,seed
358,eslint-visitor-keys,0.4181966486981956,0,0,0.0,1431349,603771380,25,0.0,0.5,seed
359,luxon,0.4180403111676466,1,0,0.0,78053,74811403,91,0.0,0.5,dependency
360,@babel/runtime,0.41742534722073577,2,0,0.0,4021755,319502466,43,0.0,0.25,dependency
361,kareem,0.4174175134243261,1,0,0.0,665116,12987152,16,0.0,1.0,dependency
362,pg-connection-string,0.41707701937454134,1,0,0.0,295107,65806000,170,0.0,0.25,dependency
363,@types/validator,0.4168300314836515,1,0,0.0,88394,36621835,17,0.0,1.0,dependency
364,dotenv,0.4167702845705311,1,0,0.0,1228719,326725093,66,0.0,0.25,dependency
365,@aws-sdk/middleware-user-agent,0.41562902312302474,18,0,0.0,71275,171966748,2,0.0,0.5,dependency
366,@aws-sdk/util-user-agent-node,0.4155522134291796,18,0,0.0,71337,170609787,2,0.0,0.5,dependency
367,@aws-sdk/credential-provider-node,0.41529264620936646,18,0,0.0,71358,166374336,2,0.0,0.5,dependency
368,browserslist,0.4151529529749479,1,0,0.0,4076082,357295797,2,0.0,1.0,dependency
369,process,0.4140382156197391,2,0,0.0,951523,150832314,52,0.0,0.3333333333333333,dependency
370,request,0.41398200844167254,1,20,0.0,847768,59439287,52,0.002380952380952381,0.25,dependency
371,@babel/helper-compilation-targets,0.41307069129770113,1,5,0.0,2425898,260298306,43,0.0,0.25,dependency
372,parse5-htmlparser2-tree-adapter,0.41280977014030534,1,0,0.0,650835,63238960,148,0.0,0.2,dependency
373,jest,0.41261507347845916,1,4,0.0,2134838,147792241,68,0.0,0.2,dependency
374,@isaacs/brace-expansion,0.41221463198809016,1,1,0.0,0,52482870,175,0.0,1.0,dependency
375,@babel/helper-validator-identifier,0.41154653507749694,3,0,0.0,579219,371526317,43,0.0,0.25,dependency
376,@isaacs/balanced-match,0.4111392810579676,1,0,0.0,0,53140268,175,0.0,1.0,dependency
377,@babel/helper-module-imports,0.41064342249775276,1,0,0.0,3498086,293417520,43,0.0,0.25,dependency
378,sequelize-pool,0.41049656340798346,1,0,0.0,141401,8514522,252,0.0,0.3333333333333333,dependency
379,googleapis-common,0.4104898893467198,1,0,0.0,25649,22149763,22,0.0,1.0,dependency
380,multer,0.40875583578933866,1,7,0.0,323227,33367495,141,0.0,0.2,dependency
381,color-name,0.4080279858448718,1,0,0.0,1252925,966612628,23,0.0,0.3333333333333333,seed
382,@jridgewell/remapping,0.40781182264945104,1,0,0.0,0,118046572,115,0.0,1.0,dependency
383,@babel/compat-data,0.4077868795358218,1,0,0.0,2427088,279416211,43,0.0,0.25,dependency
384,@jest/core,0.40777264661667795,1,0,0.0,2595866,130688603,68,0.0,0.2,dependency
385,@babel/helper-validator-option,0.40771135160009453,1,0,0.0,2596458,266074917,43,0.0,0.25,dependency
386,jest-cli,0.40725172931482617,1,0,0.0,2060983,143343187,68,0.0,0.2,dependency
387,@babel/helper-annotate-as-pure,0.4070182263548888,1,1,0.0,3198809,194890549,43,0.0,0.25,dependency
388,@babel/helper-member-expression-to-functions,0.4044954796286362,1,0,0.0,3285157,168893893,43,0.0,0.25,dependency
389,nodemailer,0.40422005496556346,1,0,0.0,214737,30459655,9,0.0,1.0,dependency
390,@babel/helper-optimise-call-expression,0.4034860808317752,1,0,0.0,3288913,153164577,43,0.0,0.25,dependency
391,url,0.4028361625781738,1,0,0.0,895914,86232351,52,0.0,0.3333333333333333,dependency
392,commander,0.40191813136687105,1,0,0.0,1082389,969616053,26,0.0,0.25,seed
393,@babel/plugin-transform-modules-commonjs,0.40189317220114273,0,2,0.0,4291106,143041566,43,0.0,0.25,seed
394,@babel/template,0.40185344989753935,2,3,0.0,4582774,318729236,43,0.2,0.25,seed
395,@babel/plugin-transform-destructuring,0.4016273502719757,0,2,0.0,4270320,139850779,43,0.0,0.25,seed
396,magic-string,0.4013367334635015,1,0,0.0,972985,281110556,42,0.0,0.25,dependency
397,@babel/plugin-transform-spread,0.40079866734529535,0,2,0.0,4263601,129265980,43,0.0,0.25,seed
398,range-parser,0.4005264397335401,2,0,0.0,1777583,203082384,205,0.5,0.25,dependency
399,@babel/plugin-transform-for-of,0.40028051995887504,0,2,0.0,4267128,122921074,43,0.0,0.25,seed
400,@babel/plugin-transform-block-scoping,0.40025434547805017,0,1,0.0,4264524,137722957,43,0.0,0.25,seed
401,@babel/helper-string-parser,0.40025330612529353,1,0,0.0,733858,283475594,43,0.0,0.25,dependency
402,@babel/plugin-transform-computed-properties,0.4001924549651239,0,2,0.0,4263199,121954025,43,0.0,0.25,seed
403,@babel/plugin-transform-parameters,0.40014448169534167,0,1,0.0,4270525,136157512,43,0.0,0.25,seed
404,@babel/plugin-transform-template-literals,0.399608171609511,0,1,0.0,4263671,129442813,43,0.0,0.25,seed
405,axios,0.3995270529133975,3,3,3.590641250056104e-05,453457,319597392,30,0.1,0.25,dependency
406,@babel/helper-replace-supers,0.3994650477356312,1,3,0.0,3331023,162511969,43,0.08333333333333333,0.25,dependency
407,@babel/plugin-transform-classes,0.39914825745982074,0,6,0.0,4263709,131735450,43,0.06666666666666667,0.25,seed
408,@babel/plugin-transform-arrow-functions,0.39904703610427394,0,1,0.0,4264832,122623519,43,0.0,0.25,seed
409,globals,0.39838496633778797,0,0,0.0,1094003,552998421,34,0.0,0.25,seed
410,amqplib,0.39746139022339466,1,2,0.0,49604,8230986,101,0.0,0.5,dependency
411,undici,0.3966512014060313,1,0,0.0,98048,112506668,63,0.0,0.3333333333333333,dependency
412,readdirp,0.3945388543005497,0,0,0.0,4905460,376301036,9,0.0,0.5,seed
413,@smithy/util-waiter,0.3942056118683332,10,0,0.0,5919,82763158,24,0.0,0.3333333333333333,dependency
414,@smithy/util-endpoints,0.39185785031888415,18,0,0.0,4,111615099,24,0.0,0.3333333333333333,dependency
415,winston,0.39176959633478114,1,11,0.0,285703,71988818,65,0.0,0.125,dependency
416,csv-parser,0.38928985311883146,1,0,0.0,9510,7698408,309,0.0,0.25,dependency
417,lodash,0.3892695116884899,6,0,0.0,1936033,350430732,11,0.16666666666666666,0.3333333333333333,dependency
418,@aws-sdk/region-config-resolver,0.38792634644446256,18,0,0.0,0,133732309,15,0.0,0.5,dependency
419,moment-timezone,0.38555834461294275,3,1,0.0,318273,51120906,194,0.3333333333333333,0.14285714285714285,dependency
420,content-disposition,0.38427568488723074,1,0,0.0,4222637,227525804,17,0.0,0.25,dependency
421,@babel/parser,0.3839136133137019,3,1,0.0,3782849,400249874,43,0.4166666666666667,0.25,dependency
422,mime-types,0.3816582694518621,3,1,0.0,2092391,463456129,15,0.08333333333333333,0.2,dependency
423,http-errors,0.38108573604121754,3,5,0.0,1084122,319604855,14,0.08928571428571429,0.25,dependency
424,tagged-tag,0.37814602313112977,1,0,0.0,0,1422856,207,0.0,1.0,dependency
425,@aws-crypto/sha1-browser,0.37806807542162635,1,0,0.0,4980,44770859,196,0.0,0.125,dependency
426,cacheable-request,0.37651345873470293,1,0,0.0,1073088,96155059,18,0.0,0.3333333333333333,dependency
427,@smithy/smithy-client,0.3760920136421688,18,0,0.0,14665,154770340,1,0.0,0.3333333333333333,dependency
428,execa,0.37576710892061493,1,0,0.0,932013,420102007,5,0.0,0.5,dependency
429,cookie,0.3753104548784539,1,0,0.0,2444047,382176462,8,0.0,0.3333333333333333,dependency
430,unicorn-magic,0.37480229025610456,1,0,0.0,16,84013205,20,0.0,1.0,dependency
431,@img/colour,0.3747987007232868,1,0,0.0,0,10680979,86,0.0,1.0,dependency
432,@smithy/middleware-retry,0.3745680895995557,18,0,0.0,14597,134060350,1,0.0,0.3333333333333333,dependency
433,@smithy/util-defaults-mode-node,0.3744691580428945,18,0,0.0,14597,132791201,1,0.0,0.3333333333333333,dependency
434,@smithy/util-defaults-mode-browser,0.37432641407303135,18,0,0.0,14597,130981147,1,0.0,0.3333333333333333,dependency
435,fast-uri,0.37266467190315566,1,0,0.0,8302,154382362,102,0.0,0.09090909090909091,dependency
436,@slack/logger,0.37243009000423777,1,0,0.0,5694,16751582,254,0.0,0.09090909090909091,dependency
437,form-data,0.3722776745094367,3,0,0.0,1722210,463892837,18,0.16666666666666666,0.16666666666666666,dependency
438,@aws-sdk/client-s3,0.37185729074472496,1,55,0.0,9695,53097486,2,0.0,0.5,dependency
439,@smithy/middleware-endpoint,0.3714768438711515,18,0,0.0,7810,146541189,1,0.0,0.3333333333333333,dependency
440,@smithy/util-stream,0.37101517194304623,3,0,0.0,14655,147166382,24,0.0,0.3333333333333333,dependency
441,mquery,0.36904955598504763,1,0,0.0,667130,14221336,17,0.0,0.5,dependency
442,chart.js,0.36820635452681777,1,1,0.0,192834,24925159,53,0.0,0.2,dependency
443,raw-body,0.36780492107761886,1,0,0.0,2366092,250172517,10,0.0,0.25,dependency
444,leaflet,0.3669598829953445,1,0,0.0,50451,8032527,111,0.0,0.2,dependency
445,cypress,0.3658935475538041,1,42,0.0,126733,27876237,2,0.0011074197120708748,0.5,dependency
446,pdfkit,0.36535460311980517,1,5,0.0,23418,5584219,96,0.0,0.25,dependency
447,express,0.3622606539682256,1,28,0.0,1853938,230958510,3,0.03571428571428571,0.2,dependency
448,undici-types,0.3621146720659143,1,0,0.0,0,422147769,86,0.0,0.5,dependency
449,@fastify/busboy,0.3614922651448805,1,0,0.0,7796,56874831,110,0.0,0.06666666666666667,dependency
450,body-parser,0.36078729415795785,2,9,0.0,1711280,229194383,4,0.06363636363636363,0.3333333333333333,dependency
451,devalue,0.3596092847903738,1,0,0.0,52279,12784697,23,0.0,0.5,dependency
452,@aws-sdk/middleware-bucket-endpoint,0.3574958472859644,2,0,0.0,9148,56161582,15,0.0,0.5,dependency
453,firebase-admin,0.3547856606596915,1,11,0.0,75312,13199783,29,0.015151515151515152,0.25,dependency
454,moment,0.35299312263598126,3,0,0.0,1006179,114971330,52,0.5,0.2,dependency
455,validator,0.3529339729485387,3,0,0.0,493728,72656958,24,0.3333333333333333,0.3333333333333333,dependency
456,chromium-bidi,0.35289423478672866,1,0,0.0,5493,34037203,21,0.0,0.5,dependency
457,finalhandler,0.3526064262806161,1,6,0.0,4946523,265702402,4,0.14285714285714285,0.3333333333333333,seed
458,@aws-sdk/middleware-ssec,0.3524935917197729,1,0,0.0,9146,56156986,15,0.0,0.5,dependency
459,@aws-sdk/middleware-expect-continue,0.3522941131510682,1,0,0.0,9171,54997395,15,0.0,0.5,dependency
460,node-schedule,0.351358510904836,1,3,0.0,32836,12277992,52,0.0,0.2,dependency
461,@aws-sdk/middleware-location-constraint,0.3512599475478355,1,0,0.0,9146,49875923,15,0.0,0.5,dependency
462,@aws-sdk/core,0.35112881382790473,18,0,0.0,2,175695202,2,0.0,0.5,dependency
463,sequelize,0.3507719846558017,1,16,0.0,193226,9353328,30,0.022058823529411766,0.125,dependency
464,agenda,0.34926074047412053,1,6,0.0,1375,557255,427,0.023809523809523808,0.1111111111111111,dependency
465,@azure/abort-controller,0.3487371479836284,1,0,0.0,18613,68927449,10,0.0,0.5,dependency
466,which,0.3477851368225476,0,1,0.0,4804,605066778,24,0.0,0.16666666666666666,seed
467,three,0.3474536899978192,1,0,0.0,51503,10110544,16,0.0,0.5,dependency
468,twilio,0.34674739545537936,1,7,0.0,21616,9409183,2,0.05357142857142857,1.0,dependency
469,googleapis,0.34516106728149754,1,2,0.0,40184,17422720,1,0.0,1.0,dependency
470,@smithy/eventstream-serde-config-resolver,0.34430109686023036,2,0,0.0,1895,64515524,24,0.0,0.3333333333333333,dependency
471,@smithy/eventstream-serde-browser,0.344213671390775,2,0,0.0,1895,63975492,24,0.0,0.3333333333333333,dependency
472,@redis/client,0.3440528101583056,1,0,0.0,8575,22060883,16,0.0,0.5,dependency
473,@smithy/eventstream-serde-node,0.3438974945216732,2,0,0.0,1895,62059911,24,0.0,0.3333333333333333,dependency
474,@paralleldrive/cuid2,0.34345623029099026,1,0,0.0,97,35566418,38,0.0,0.5,dependency
475,@redis/search,0.3431761016606012,1,0,0.0,8466,20438336,16,0.0,0.5,dependency
476,@redis/time-series,0.3431619916840981,1,0,0.0,8463,20415095,16,0.0,0.5,dependency
477,@smithy/md5-js,0.34297599252794786,3,0,0.0,920,54855970,24,0.0,0.3333333333333333,dependency
478,@redis/json,0.3428215802470367,1,0,0.0,8468,19750521,16,0.0,0.5,dependency
479,@redis/bloom,0.34197649733691105,1,0,0.0,8464,18214508,16,0.0,0.5,dependency
480,highcharts,0.3415453315194442,1,0,0.0,16723,7438659,88,0.0,0.09090909090909091,dependency
481,keyv,0.34113887280068966,1,0,0.0,1079901,261510685,1,0.0,0.5,dependency
482,redis,0.34106006972828024,1,5,0.0,154264,29369451,16,0.0,0.2,dependency
483,parse5-parser-stream,0.337750796248987,1,0,0.0,31,21267252,148,0.0,0.2,dependency
484,@azure/logger,0.33760053528424183,1,0,0.0,17084,32163792,9,0.0,0.5,dependency
485,@azure/core-paging,0.3363962608138076,1,0,0.0,14660,24384359,10,0.0,0.5,dependency
486,@smithy/hash-stream-node,0.33584533937617933,2,0,0.0,835,47449132,24,0.0,0.3333333333333333,dependency
487,byte-counter,0.33577668629955926,1,0,0.0,0,2311866,37,0.0,1.0,dependency
488,@smithy/hash-blob-browser,0.3356628093722197,2,0,0.0,855,45947824,24,0.0,0.3333333333333333,dependency
489,@aws-sdk/client-dynamodb,0.33502403042709794,1,42,0.0,2498,16022696,2,0.0,0.5,dependency
490,@azure/core-auth,0.33341994798431385,1,0,0.0,18595,15814548,10,0.0,0.5,dependency
491,node-forge,0.3334151037017399,1,0,0.0,3039204,113238547,2,0.0,0.3333333333333333,dependency
492,http-signature,0.33317185557875956,1,0,0.0,905940,94393216,8,0.0,0.125,dependency
493,@azure/core-client,0.33202736252003284,1,0,0.0,5749,28559049,10,0.0,0.5,dependency
494,@aws-sdk/client-iam,0.3293382097855506,1,40,0.0,2312,12265343,2,0.0,0.5,dependency
495,devtools-protocol,0.329234547748075,1,0,0.0,70218,55929863,7,0.0,0.3333333333333333,dependency
496,@aws-sdk/client-sqs,0.32818458526922933,1,41,0.0,995,16451252,2,0.0,0.5,dependency
497,@aws-sdk/middleware-endpoint-discovery,0.3278942570859388,1,0,0.0,1374,17002415,15,0.0,0.5,dependency
498,stripe,0.32593798761284387,1,1,0.0,46266,18124546,0,0.0,1.0,dependency
499,zimmerframe,0.3251467373343556,1,0,0.0,2,6125256,86,0.0,0.5,dependency
500,jsonwebtoken,0.32490928847746614,3,10,0.0,718942,110929858,1,0.01282051282051282,0.25,dependency
501,@aws-sdk/client-ses,0.32400503180703755,1,40,0.0,2032,7954169,2,0.0,0.5,dependency
502,puppeteer,0.32308719866559177,1,6,0.0,144056,26910791,2,0.0,0.5,dependency
503,i18next,0.3228430949368306,1,1,0.0,49895,41744827,3,0.0,0.5,dependency
504,@aws-sdk/client-secrets-manager,0.3227660080457406,1,39,0.0,536,18040808,2,0.0,0.5,dependency
505,@azure/core-http-compat,0.3227234992996325,1,0,0.0,2528,19389431,10,0.0,0.5,dependency
506,@aws-sdk/middleware-sdk-sqs,0.32127581814144224,1,0,0.0,535,16100583,15,0.0,0.5,dependency
507,react,0.3196543010572487,1,0,0.0,2830385,117286823,0,0.0,0.5,dependency
508,react-dom,0.3194524933544589,1,1,0.0,2621774,107411174,0,0.0,0.5,dependency
509,scheduler,0.3187743516539988,1,0,0.0,2143380,127962204,0,0.0,0.5,dependency
510,@smithy/core,0.3171951648134538,18,0,0.0,1,131116378,1,0.0,0.3333333333333333,dependency
511,@aws-sdk/client-sns,0.3161239276819787,1,39,0.0,758,7692998,2,0.0,0.5,dependency
512,@aws-sdk/client-ec2,0.3158684335151116,1,41,0.0,856,5523769,2,0.0,0.5,dependency
513,@aws-sdk/client-cloudformation,0.31451946053370694,1,40,0.0,600,6782604,2,0.0,0.5,dependency
514,@microsoft/microsoft-graph-client,0.3138348566860818,1,2,0.0,2634,3608908,24,0.0,0.3333333333333333,dependency
515,ioredis,0.31322974963108086,1,0,0.0,50169,40095613,2,0.0,0.5,dependency
516,puppeteer-core,0.31257960290340847,1,0,0.0,43700,41018272,2,0.0,0.5,dependency
517,@aws-sdk/middleware-sdk-ec2,0.31209786604631995,1,0,0.0,788,5246792,15,0.0,0.5,dependency
518,jwks-rsa,0.3074641494455301,1,0,0.0,32652,22888688,18,0.0,0.022222222222222223,dependency
519,@aws-sdk/middleware-sdk-s3,0.3070323364283686,1,0,0.0,9153,63188397,2,0.0,0.5,dependency
520,elasticsearch,0.3063654983514898,1,3,0.0,4611,1215775,52,0.08333333333333333,0.2,dependency
521,@aws-sdk/client-lambda,0.3062160924556544,1,44,0.0,1695,19264790,0,0.0,0.5,dependency
522,cron,0.3060874815044885,1,2,0.0,36988,15399011,5,0.0,0.3333333333333333,dependency
523,jws,0.30550300768925054,1,0,0.0,730294,125207235,1,0.0,0.25,dependency
524,@aws-sdk/client-cloudwatch,0.3052963172113341,1,41,0.0,271,4060806,2,0.0,0.5,dependency
525,@aws-sdk/client-cloudfront,0.30479844094628084,1,41,0.0,202,4637739,2,0.0,0.5,dependency
526,@aws-sdk/client-kms,0.3045312946179286,1,39,0.0,132,7399348,2,0.0,0.5,dependency
527,@aws-sdk/client-rds,0.3041877117753534,1,41,0.0,308,3373731,2,0.0,0.5,dependency
528,@aws-sdk/signature-v4-multi-region,0.30221033822836174,1,0,0.0,4361,62822720,2,0.0,0.5,dependency
529,@aws-sdk/middleware-flexible-checksums,0.3007297200779744,1,0,0.0,4454,53781431,2,0.0,0.5,dependency
530,@azure/core-util,0.2986185546235456,1,0,0.0,6077,36236913,2,0.0,0.5,dependency
531,@aws-sdk/middleware-sdk-rds,0.297640999085788,1,0,0.0,177,3278058,15,0.0,0.5,dependency
532,@puppeteer/browsers,0.29567482838516657,1,0,0.0,4110,34762609,2,0.0,0.5,dependency
533,@slack/web-api,0.2953222991165788,1,12,0.0,6039,14855839,9,0.01282051282051282,0.1,dependency
534,@slack/types,0.2948296848262073,1,0,0.0,7630,17655666,13,0.0,0.1,dependency
535,mongodb,0.29249438253038756,2,0,0.0,828772,33447868,1,0.0,0.2,dependency
536,paypal-rest-sdk,0.2880214134012087,1,2,0.0,2388,138041,2,0.0,1.0,dependency
537,express-validator,0.2864089331930486,1,2,0.0,71253,5286911,16,0.3333333333333333,0.25,dependency
538,svelte,0.2859573593198219,1,15,0.0,56439,7230385,1,0.0,0.3333333333333333,dependency
539,@azure/core-tracing,0.276950231977004,1,0,0.0,17118,45310102,0,0.0,0.5,dependency
540,mongoose,0.2719492474370962,1,6,0.0,833560,14673791,0,0.0,0.25,dependency
541,@azure/core-lro,0.2697092927116233,1,0,0.0,14215,25332662,0,0.0,0.5,dependency
542,@azure/core-rest-pipeline,0.2691906619994191,1,0,0.0,6238,40079906,0,0.0,0.5,dependency
543,@aws-sdk/client-s3-control,0.26458626702070165,1,45,0.0,5,537661,2,0.0,0.5,dependency
544,@aws-sdk/middleware-sdk-s3-control,0.26261964365745327,1,0,0.0,13,543604,15,0.0,0.5,dependency
545,@babel/helper-globals,0.25993376962805614,2,0,0.0,0,124467194,43,0.5,0.25,dependency
546,@firebase/database-types,0.2584798721536713,1,0,0.0,286638,15570231,0,0.0,0.25,dependency
547,@azure/core-xml,0.2577202198447096,1,0,0.0,350,12261355,1,0.0,0.5,dependency
548,@firebase/database-compat,0.2567856999838206,1,0,0.0,99485,25432978,0,0.0,0.25,dependency
549,@aws-sdk/client-cloudtrail,0.2556188181823954,1,39,0.0,5,454897,2,0.0,0.5,dependency
550,playwright-core,0.2524749180473773,1,0,0.0,17326,49453440,0,0.0,0.25,dependency
551,@azure/storage-blob,0.24913199146854118,1,14,0.0,11005,15298832,0,0.0,0.2,dependency
552,playwright,0.24897509198232082,1,1,0.0,9850,44587707,0,0.0,0.25,dependency
553,@smithy/middleware-apply-body-checksum,0.24579395870685006,1,0,0.0,1,554214,24,0.0,0.3333333333333333,dependency
554,@aws-sdk/client-cloudsearch,0.23818175323605606,1,39,0.0,1,167680,2,0.0,0.5,dependency
555,esrap,0.23462510517506316,1,0,0.0,1,5046083,3,0.0,0.5,dependency
556,@aws-sdk/client-cloudhsm,0.23326072680187473,1,39,0.0,0,160295,2,0.0,0.5,dependency
557,@sveltejs/acorn-typescript,0.21475037973917852,1,0,0.0,0,4466457,5,0.0,0.25,dependency
558,@azure/storage-common,0.1915306495031425,1,0,0.0,0,5059087,0,0.0,0.5,dependency
559,@smithy/middleware-compression,0.19076900127263605,1,0,0.0,0,3747689,1,0.0,0.3333333333333333,dependency
560,@aws-sdk/dynamodb-codec,0.19048475287966965,1,0,0.0,0,240325,2,0.0,0.5,dependency
