package,in_degree,out_degree,betweenness,is_topN,dependents_count,downloads,rank
iterator.prototype,1,6,0.000000,False,360038,98060904,0
jake,1,3,0.000000,False,834823,85992460,0
jest,1,4,0.000000,True,2134838,141800909,1107
jest-changed-files,1,3,0.000000,True,2050373,145644716,1168
jest-circus,1,20,0.001144,False,1237144,123823913,0
jest-cli,1,10,0.000000,True,2060983,146148689,1155
jest-config,2,24,0.000000,True,2051336,139906975,1163
jest-diff,2,4,0.000033,True,2101659,228275298,1130
jest-docblock,2,1,0.000033,True,2057120,146628454,1157
jest-each,2,5,0.000000,True,1949386,135620381,1308
jest-environment-jsdom,0,5,0.000000,True,1997092,76887408,1194
jest-environment-node,2,7,0.000189,True,2050538,150864613,1167
jest-get-type,0,0,0.000000,True,2102211,206049846,1129
jest-haste-map,6,10,0.000266,True,2149746,190427323,997
jest-jasmine2,0,17,0.000000,True,1980480,38065484,1302
jest-leak-detector,1,2,0.000000,True,1975265,148186755,1304
jest-matcher-utils,4,4,0.000033,True,2064803,196147533,1152
jest-message-util,10,9,0.000033,True,2099364,230856012,1133
jest-mock,7,3,0.000000,True,2101135,208619353,1131
jest-pnp-resolver,1,0,0.000000,True,1909842,123786466,1327
jest-regex-util,8,0,0.000000,True,2094230,230581598,1135
jest-resolve,5,8,0.000200,True,2051130,164038579,1166
jest-resolve-dependencies,1,2,0.000000,True,2047834,146301642,1172
jest-runner,2,22,0.001000,True,1982094,145038528,1199
jest-runtime,4,22,0.000180,True,2048432,152011327,1170
jest-serializer,0,2,0.000000,True,2011529,46004909,1186
jest-snapshot,6,21,0.000549,True,2051196,147376006,1165
jest-util,22,6,0.000028,True,2141628,320563809,1104
jest-validate,5,6,0.000067,True,2114635,152985558,1120
jest-watch-typeahead,1,7,0.000000,True,1362247,26869428,1984
jest-watcher,3,8,0.000166,True,1948679,159634648,1309
jest-worker,6,5,0.000100,True,1815505,332576273,1377
jiti,1,0,0.000000,False,729108,211889301,0
js-tokens,2,0,0.000000,True,1940799,363868762,1313
js-yaml,3,1,0.000033,False,1075506,581168112,0
jsdom,1,20,0.000000,True,1437647,157797973,1936
jsesc,2,0,0.000000,True,4543338,379320852,125
json-parse-even-better-errors,1,0,0.000000,True,1767279,282590988,1523
json-schema,1,0,0.000000,True,1556405,114140886,1764
json-schema-traverse,1,0,0.000000,False,1067963,601963102,0
json-stable-stringify-without-jsonify,1,0,0.000000,True,1575335,229252924,1750
json3,0,0,0.000000,True,2370169,11369410,918
json5,4,0,0.000000,False,1074368,473081353,0
jsonfile,1,1,0.000000,True,3570926,317354565,344
jsonpath,1,3,0.000000,False,18744,13970752,0
jsonpointer,1,0,0.000000,False,796865,46191509,0
jsx-ast-utils,2,4,0.000000,True,1955342,114891550,1307
keyv,3,1,0.000000,False,1079901,267225696,0
killable,0,0,0.000000,True,2829299,9406008,571
kind-of,7,0,0.000000,True,2124171,435703011,1112
kleur,1,0,0.000000,True,2132876,181285947,1109
language-subtag-registry,1,0,0.000000,False,845226,79681784,0
language-tags,1,1,0.000000,False,1131463,83435868,0
last-call-webpack-plugin,1,2,0.000000,True,1772842,6501737,1516
launch-editor,1,2,0.000000,False,575815,49983886,0
lcid,1,1,0.000000,True,2398719,26518903,907
leven,2,0,0.000000,True,2646898,163977101,707
levn,2,2,0.000000,True,1544784,294519544,1771
lilconfig,2,0,0.000000,False,1248700,160309997,0
lines-and-columns,0,0,0.000000,True,2280787,270962849,950
loader-fs-cache,0,2,0.000000,True,1387991,3372624,1966
loader-runner,1,0,0.000000,True,1725917,117591205,1537
loader-utils,5,0,0.000000,True,1708802,222066633,1549
locate-path,1,1,0.000033,False,1089462,751095366,0
lodash,9,0,0.000000,True,1936033,343479314,1315
lodash._reinterpolate,2,0,0.000000,True,2048210,16506098,1171
lodash.debounce,1,0,0.000000,False,1200377,123038002,0
lodash.memoize,1,0,0.000000,True,2831604,117747765,567
lodash.merge,1,0,0.000000,True,1672087,225879617,1563
lodash.sortby,0,0,0.000000,True,1913259,71217930,1323
lodash.template,0,2,0.000000,True,2051263,17861003,1164
lodash.templatesettings,1,1,0.000000,True,2048511,17749158,1169
lodash.uniq,1,0,0.000000,True,2728170,83410132,590
log-symbols,0,2,0.000000,True,1543198,232889947,1772
loglevel,0,0,0.000000,True,2916090,47880061,537
loglevelnext,1,0,0.000000,False,90033,1969383,0
loose-envify,2,1,0.000000,True,3548702,176129807,346
lower-case,0,0,0.000000,True,2498991,120055287,770
lru-cache,4,0,0.000000,False,1198118,1064611959,0
lz-string,1,0,0.000000,False,895003,86180854,0
magic-string,2,1,0.000000,False,972985,279731809,0
make-asynchronous,1,3,0.000000,False,0,184,0
make-dir,1,0,0.000000,True,1769140,389510830,1521
makeerror,1,1,0.000033,True,1401481,127205664,1959
mamacro,0,0,0.000000,True,1570567,2932993,1753
map-age-cleaner,1,1,0.000033,True,1910180,21610755,1326
map-cache,2,0,0.000000,False,992496,64785630,0
map-obj,1,0,0.000000,True,1367046,114126554,1980
math-intrinsics,3,0,0.000000,False,0,269753336,0
mdn-data,1,0,0.000000,True,2565409,199928808,758
media-typer,1,0,0.000000,True,1827941,221043476,1369
mem,0,2,0.000000,True,2201056,28943957,976
memfs,2,6,0.000000,False,1046875,102548850,0
meow,0,0,0.000000,True,1351610,114419505,1991
merge-descriptors,1,0,0.000000,True,4062436,216204370,182
merge-stream,1,0,0.000000,True,2059364,211787683,1156
merge2,1,0,0.000000,True,2917740,252806992,536
methods,0,0,0.000000,True,4125259,159116562,167
micromatch,8,2,0.000316,True,1847280,413777599,1362
mime,1,0,0.000000,True,2602089,362926348,743
mime-db,2,0,0.000000,True,2093532,495462325,1139
mime-types,9,1,0.000000,True,2092391,448374154,1140
mimic-fn,1,0,0.000000,True,1520693,300016567,1785
mimic-function,1,0,0.000000,False,4,64397006,0
mini-css-extract-plugin,1,2,0.000000,True,2574221,62087237,754
minimalistic-assert,1,0,0.000000,True,1537126,101829517,1774
minimatch,15,1,0.000133,True,2198462,1449137324,980
minimist,3,0,0.000000,True,2004702,377114458,1189
minipass,9,0,0.000000,True,3331406,716708673,372
minipass-collect,0,1,0.000000,True,1432440,88317872,1940
minipass-flush,0,1,0.000000,True,1997597,80565246,1193
minipass-pipeline,0,1,0.000000,True,1997611,76362924,1192
minizlib,1,1,0.000000,True,2883623,175197983,551
mixin-object,0,2,0.000000,True,1345650,8808591,1997
mkdirp,2,0,0.000000,True,1948611,448742647,1310
ms,2,0,0.000000,True,2318159,1316918479,936
multicast-dns,2,2,0.000000,True,2890983,58587832,547
multicast-dns-service-types,1,0,0.000000,True,2460222,11642056,781
nanoid,2,0,0.000000,True,1618762,307785473,1727
napi-postinstall,1,0,0.000000,False,0,64376076,0
natural-compare,3,0,0.000000,True,2125495,254566499,1111
needle,1,2,0.000000,True,2162564,43254421,993
negotiator,2,0,0.000000,True,1792608,350626372,1388
neo-async,2,0,0.000000,True,1452098,167488299,1919
no-case,3,0,0.000000,True,2491087,115613585,773
node-abort-controller,1,0,0.000000,False,105993,51801753,0
node-domexception,1,0,0.000000,False,62756,73993843,0
node-fetch,0,3,0.000000,True,1817321,355881464,1375
node-forge,1,0,0.000000,True,3039204,102261133,522
node-int64,1,0,0.000000,True,1430044,137599770,1944
node-modules-regexp,0,0,0.000000,True,1437462,10934003,1937
node-notifier,0,6,0.000000,True,1792650,24809236,1387
node-pre-gyp,0,10,0.000000,True,2120020,5176919,1118
node-releases,1,0,0.000000,True,3706114,305877844,331
nopt,1,1,0.000000,True,3268107,170881468,383
normalize-path,2,0,0.000000,True,2292539,344149873,945
normalize-range,1,0,0.000000,True,3193916,109470383,393
normalize-url,0,0,0.000000,True,3314181,139228959,377
npm-bundled,0,1,0.000000,True,2274385,48576905,953
npm-normalize-package-bin,1,0,0.000000,False,1125134,76337126,0
npm-packlist,1,2,0.000000,True,2274368,47548330,954
npm-run-path,1,2,0.000000,False,928087,351934319,0
npmlog,1,4,0.000000,True,2841641,81404037,563
nth-check,1,1,0.000000,True,3045368,157070420,520
num2fraction,0,0,0.000000,True,2504920,17919052,768
nwsapi,0,0,0.000000,True,2022080,120271299,1183
object-assign,3,0,0.000000,True,2052350,288280230,1161
object-copy,1,3,0.000000,False,895611,46689189,0
object-hash,0,0,0.000000,True,1803533,129734102,1380
object-inspect,5,0,0.000000,True,1680414,325388952,1561
object-is,1,2,0.000000,True,2203157,83663941,975
object-keys,5,0,0.000000,False,4904,229515720,0
object.assign,4,6,0.000000,True,1477109,223384020,1909
object.entries,1,4,0.000000,True,1821810,129025284,1372
object.fromentries,3,4,0.000000,True,1845167,148052511,1363
object.getownpropertydescriptors,1,7,0.000000,True,3015809,44144797,524
object.groupby,1,3,0.000000,False,345709,111240925,0
object.values,3,4,0.000000,True,1768320,170449532,1522
obuf,2,0,0.000000,True,2904278,69432100,543
on-finished,5,1,0.000000,True,1780334,267123168,1509
on-headers,1,0,0.000000,True,3651378,116928612,336
once,2,1,0.000000,True,2121111,315658091,1116
onetime,0,1,0.000000,True,2142669,385210193,1102
open,2,6,0.000000,True,2432186,252571497,788
opn,0,1,0.000000,True,2656809,18695399,704
optimize-css-assets-webpack-plugin,0,3,0.000000,True,1417476,6360839,1952
optionator,1,6,0.000000,True,1488780,301143973,1905
original,0,1,0.000000,True,2307149,6668562,942
os-homedir,1,0,0.000000,False,482056,44043182,0
os-locale,0,1,0.000000,True,2397814,27820034,908
os-tmpdir,1,0,0.000000,False,796790,100917863,0
osenv,0,2,0.000000,True,2539491,19841730,765
own-keys,1,3,0.000000,False,0,112070695,0
p-defer,1,0,0.000000,True,1946747,32186279,1311
p-each-series,0,0,0.000000,True,1351751,22104786,1990
p-event,2,1,0.000000,False,359893,26161591,0
p-is-promise,0,0,0.000000,True,1941973,31635583,1312
p-limit,5,1,0.000033,False,1094175,728550580,0
p-locate,1,1,0.000000,False,1089447,757958832,0
p-map,1,0,0.000000,True,3047734,237707620,518
p-retry,1,1,0.000000,True,2253698,84377692,959
p-timeout,1,0,0.000000,False,566239,75733619,0
p-try,0,0,0.000000,True,1532015,271630530,1779
package-json-from-dist,1,0,0.000000,False,0,184306097,0
param-case,1,1,0.000000,True,2431340,91046552,789
parent-module,1,1,0.000000,True,2884337,259073887,549
parse-json,3,3,0.000158,True,2263531,362591733,957
parse-ms,1,0,0.000000,False,149039,46158051,0
parse5,2,1,0.000000,True,3044435,264163734,521
parseurl,5,0,0.000000,True,1734638,196702892,1533
path-is-absolute,0,0,0.000000,True,2056731,251638786,1158
path-key,2,0,0.000000,True,1771596,503049689,1519
path-parse,1,0,0.000000,True,1929330,294560167,1319
path-scurry,1,2,0.000017,False,88759,286050765,0
path-to-regexp,1,0,0.000000,True,4298330,377263414,139
path-type,1,0,0.000000,True,2428675,306585416,790
performance-now,1,0,0.000000,False,4469,101432696,0
picocolors,8,0,0.000000,True,2113229,402137996,1121
picomatch,4,0,0.000000,True,1888591,707529157,1346
pify,0,0,0.000000,True,1598855,362568902,1736
pirates,1,0,0.000000,True,2062809,180279088,1153
pkg-dir,2,1,0.000000,True,1644522,294368064,1589
pkg-up,1,1,0.000000,False,849427,42872713,0
pnp-webpack-plugin,0,1,0.000000,True,1443391,15016614,1934
portfinder,0,2,0.000000,True,2600263,40751000,746
posix-character-classes,1,0,0.000000,False,968234,45278263,0
possible-typed-array-names,2,0,0.000000,False,0,198346068,0
postcss,7,3,0.000000,True,3705251,470581740,332
postcss-attribute-case-insensitive,1,1,0.000000,True,1648429,27702917,1584
postcss-browser-comments,1,0,0.000000,False,1288134,13878568,0
postcss-calc,1,2,0.000000,True,2614783,59011064,720
postcss-clamp,1,1,0.000000,False,700458,20449528,0
postcss-color-functional-notation,1,5,0.000000,True,1631008,27620402,1701
postcss-color-hex-alpha,1,2,0.000000,True,1648613,27692936,1580
postcss-color-rebeccapurple,1,2,0.000000,True,1648600,27966856,1581
postcss-colormin,1,4,0.000000,True,2608578,57434910,725
postcss-convert-values,1,2,0.000000,True,2608449,54354590,726
postcss-custom-media,1,4,0.000000,True,1653996,27234218,1573
postcss-custom-properties,1,5,0.000000,True,1661979,29047534,1565
postcss-custom-selectors,1,4,0.000000,True,1650085,26914032,1578
postcss-dir-pseudo-class,1,1,0.000000,True,1631330,26287905,1599
postcss-discard-comments,1,1,0.000000,True,2609645,57850295,723
postcss-discard-duplicates,1,0,0.000000,True,2610183,59257400,722
postcss-discard-empty,1,0,0.000000,True,2608036,57593617,728
postcss-discard-overridden,1,0,0.000000,True,2607367,53603695,730
postcss-double-position-gradients,1,3,0.000000,True,1613631,26189230,1730
postcss-env-function,0,1,0.000000,True,1630131,19283945,1706
postcss-flexbugs-fixes,1,0,0.000000,True,1631784,23117770,1596
postcss-focus-visible,1,1,0.000000,True,1631645,25280230,1597
postcss-focus-within,1,1,0.000000,True,1640569,27371800,1590
postcss-font-variant,1,0,0.000000,True,1648471,26636429,1583
postcss-gap-properties,1,0,0.000000,True,1630252,26241014,1704
postcss-image-set-function,1,2,0.000000,True,1630164,26721034,1705
postcss-initial,0,1,0.000000,True,1648558,19472988,1582
postcss-lab-function,1,5,0.000000,True,1630291,26041225,1703
postcss-load-config,0,1,0.000000,True,2814519,107818219,580
postcss-loader,1,3,0.000000,True,2845557,68262918,562
postcss-logical,1,1,0.000000,True,1631320,27492211,1700
postcss-media-minmax,0,0,0.000000,True,1650322,19170460,1577
postcss-merge-longhand,1,2,0.000000,True,2607516,57631575,729
postcss-merge-rules,1,4,0.000000,True,2608449,55762704,727
postcss-minify-font-values,1,1,0.000000,True,2606696,56396296,732
postcss-minify-gradients,1,3,0.000000,True,2606474,55543611,734
postcss-minify-params,1,3,0.000000,True,2606663,57760908,733
postcss-minify-selectors,1,2,0.000000,True,2606910,56348381,731
postcss-modules-extract-imports,1,0,0.000000,True,2821775,88998360,578
postcss-modules-local-by-default,1,3,0.000000,True,2822309,89116555,576
postcss-modules-scope,1,1,0.000000,True,2822065,84545818,577
postcss-modules-values,1,1,0.000000,True,2820939,87246193,579
postcss-nesting,1,3,0.000000,True,1654733,31222972,1572
postcss-normalize,1,3,0.000000,False,1289167,13291937,0
postcss-normalize-charset,1,0,0.000000,True,2605480,53380622,735
postcss-normalize-display-values,1,1,0.000000,True,2401083,53279088,798
postcss-normalize-positions,1,1,0.000000,True,2401051,53061625,799
postcss-normalize-repeat-style,1,1,0.000000,True,2400931,52349889,900
postcss-normalize-string,1,1,0.000000,True,2400871,53279770,901
postcss-normalize-timing-functions,1,1,0.000000,True,2400790,50554315,903
postcss-normalize-unicode,1,2,0.000000,True,2400618,53748628,904
postcss-normalize-url,1,1,0.000000,True,2605036,55112991,736
postcss-normalize-whitespace,1,1,0.000000,True,2400823,52769714,902
postcss-opacity-percentage,1,0,0.000000,False,723185,19954734,0
postcss-ordered-values,1,2,0.000000,True,2604789,52850295,737
postcss-overflow-shorthand,1,1,0.000000,True,1630031,23380321,1707
postcss-page-break,1,0,0.000000,True,1630965,26919668,1702
postcss-place,1,1,0.000000,True,1630017,27046850,1708
postcss-preset-env,1,67,0.000000,True,1638469,27001643,1593
postcss-pseudo-class-any-link,1,1,0.000000,True,1648296,24534995,1585
postcss-reduce-initial,1,2,0.000000,True,2604174,54856619,741
postcss-reduce-transforms,1,1,0.000000,True,2604213,55319870,740
postcss-replace-overflow-wrap,1,0,0.000000,True,1647876,27191303,1586
postcss-selector-not,1,1,0.000000,True,1649800,27954149,1579
postcss-selector-parser,21,2,0.000000,True,3057693,295254683,513
postcss-svgo,1,2,0.000000,True,2604423,57835446,739
postcss-unique-selectors,1,1,0.000000,True,2604443,52862074,738
postcss-value-parser,39,0,0.000000,True,3512274,223256580,350
powershell-utils,2,0,0.000000,False,0,,0
prelude-ls,3,0,0.000000,True,1488726,290061533,1906
prepend-http,1,0,0.000000,True,2699993,46206208,594
presentable-error,1,0,0.000000,False,0,239908,0
prettier,1,0,0.000000,True,1703312,241792144,1551
pretty-bytes,2,0,0.000000,True,1933851,81362777,1317
pretty-error,1,2,0.000000,True,2235717,52720065,963
pretty-format,12,3,0.000100,True,2218177,541171141,970
pretty-ms,1,1,0.000000,False,152818,49469821,0
private,0,0,0.000000,True,2072957,18569785,1147
proc-log,1,0,0.000000,False,121119,106944399,0
process,1,0,0.000000,False,951523,148023085,0
process-nextick-args,0,0,0.000000,True,1840796,204498574,1365
promise,1,1,0.000000,True,2496111,80254641,771
prompts,2,2,0.000000,True,2075921,144168327,1145
prop-types,1,3,0.000000,True,2311807,159199944,938
proxy-addr,1,2,0.000000,True,4050584,178447812,183
punycode,2,0,0.000000,True,2016724,466243042,1185
pure-rand,1,0,0.000000,False,60919,121153539,0
q,1,0,0.000000,True,1457536,51367883,1917
qified,1,1,0.000000,False,0,1940418,0
qs,2,1,0.000000,True,2110964,398795434,1123
query-string,0,3,0.000000,True,2197788,63422251,981
querystringify,1,0,0.000000,True,2603839,115034088,742
queue-microtask,1,0,0.000000,True,2080081,252792398,1144
quick-lru,1,0,0.000000,True,1458896,113072691,1916
raf,1,1,0.000000,True,1549744,43949007,1767
randombytes,0,1,0.000000,True,1888601,152477042,1345
range-parser,3,0,0.000000,True,1777583,204732725,1513
raw-body,1,4,0.000000,True,2366092,234022388,923
rc,1,4,0.000000,True,2862005,99870202,560
react,0,0,0.000000,True,2830385,117286823,569
react-app-polyfill,1,6,0.000000,True,1357839,15982036,1985
react-dev-utils,1,24,0.000000,True,1536581,19596116,1776
react-dom,0,1,0.000000,True,2621774,107411174,716
react-error-overlay,1,0,0.000000,True,1559912,23968964,1759
react-is,3,0,0.000000,True,2549171,476715394,764
react-refresh,1,0,0.000000,False,1010091,62184577,0
react-router,1,2,0.000000,True,1472795,47668165,1910
react-router-dom,0,1,0.000000,True,1455504,77157137,1918
react-scripts,0,48,0.000000,True,1429227,11448362,1945
readable-stream,2,5,0.000000,False,1100152,812952206,0
readdirp,1,0,0.000000,True,4905460,376205034,116
recursive-readdir,1,1,0.000000,True,1560794,26058099,1758
redent,0,2,0.000000,True,2222532,129255363,967
reflect.getprototypeof,2,8,0.000333,False,363010,140228531,0
regenerate,2,0,0.000000,True,3619401,102514858,339
regenerate-unicode-properties,1,1,0.000000,True,3423176,113002511,362
regenerator-runtime,2,0,0.000000,True,4404245,222690978,133
regenerator-transform,0,1,0.000000,True,3406360,67768330,370
regex-not,3,2,0.000000,False,968882,44952010,0
regex-parser,1,0,0.000000,True,1507825,36717450,1792
regexp-tree,1,0,0.000000,False,551948,23679309,0
regexp.prototype.flags,3,6,0.000033,True,2663940,206002291,597
regexpu-core,1,6,0.000000,True,4004137,124337111,193
regjsgen,1,0,0.000000,True,3603178,108627479,342
regjsparser,1,1,0.000000,True,4011433,152888129,190
relateurl,1,0,0.000000,True,2386120,59848547,913
renderkid,1,5,0.000000,True,2232933,55125689,964
repeat-element,0,0,0.000000,True,3941861,50476818,197
repeat-string,0,0,0.000000,True,4068394,81539500,181
repeating,0,0,0.000000,True,1531232,23079003,1780
request-promise-core,1,1,0.000000,True,1930871,22499882,1318
request-promise-native,0,3,0.000000,True,1883942,15447929,1348
require-directory,0,0,0.000000,True,4338986,278669538,137
require-from-string,2,0,0.000000,True,1639741,207512510,1592
require-main-filename,0,0,0.000000,True,3489281,111741185,355
requires-port,2,0,0.000000,True,1725022,135962769,1539
reserved-identifiers,1,0,0.000000,False,0,716025,0
resolve,7,3,0.000000,True,5229428,541700923,105
resolve-cwd,1,1,0.000000,True,3467571,149568527,357
resolve-from,3,0,0.000000,False,1092323,556567266,0
resolve-url,0,0,0.000000,True,3826097,49821812,306
resolve-url-loader,1,5,0.000000,True,1583039,37147040,1746
ret,0,0,0.000000,True,3789143,82470440,309
retry,0,0,0.000000,True,2613336,226417331,721
reusify,1,0,0.000000,True,2186430,277762250,987
rgb-regex,1,0,0.000000,True,2311478,10218923,940
rgba-regex,1,0,0.000000,True,2311479,10010405,939
rimraf,1,2,0.000000,True,1981265,461768608,1301
rollup,1,1,0.000000,False,1133301,203100026,0
router,1,5,0.000000,False,40231,55631245,0
run-applescript,1,0,0.000000,False,67702,59582080,0
run-parallel,1,1,0.000000,True,1799977,265828405,1383
rxjs,0,1,0.000000,True,2616591,279503766,719
safe-array-concat,4,5,0.000017,False,627345,172871423,0
safe-buffer,4,0,0.000000,False,1261649,698588053,0
safe-push-apply,2,2,0.000017,False,0,124792436,0
safe-regex,2,1,0.000000,True,3777495,59515917,325
safe-regex-test,5,3,0.000000,False,648156,209653621,0
safer-buffer,1,0,0.000000,True,2151694,298418616,996
sanitize.css,1,0,0.000000,False,1049096,14390986,0
sass-loader,1,1,0.000000,True,2664993,64855565,596
sax,3,0,0.000000,True,4312111,189612209,138
saxes,1,1,0.000000,True,1780495,132596971,1508
scheduler,1,0,0.000000,True,2143380,127962204,1100
schema-utils,11,4,0.000000,True,1725901,385959113,1538
select-hose,1,0,0.000000,True,2883774,58590741,550
selfsigned,1,1,0.000000,True,2874002,63547479,556
semver,19,0,0.000000,False,1325167,1980549407,0
send,2,11,0.000000,True,4993661,250396608,110
serialize-javascript,3,0,0.000000,False,1239571,186491547,0
serve-index,1,7,0.000000,True,3089164,59569838,507
serve-static,1,4,0.000000,True,4975561,166108478,111
set-blocking,1,0,0.000000,True,3960025,128570878,194
set-cookie-parser,1,0,0.000000,False,58646,52522294,0
set-function-length,1,6,0.000007,False,232877,214232356,0
set-function-name,3,4,0.000000,False,273676,174334925,0
set-proto,1,3,0.000011,False,0,118310016,0
set-value,1,2,0.000000,True,3784516,66695227,310
setprototypeof,1,0,0.000000,True,5068682,266837789,107
shallow-clone,1,1,0.000000,True,2182387,86500539,989
shebang-command,1,1,0.000000,True,1885623,396968417,1347
shebang-regex,1,0,0.000000,True,1888701,424041893,1344
shell-quote,2,0,0.000000,True,2355456,144740081,924
shellwords,1,0,0.000000,True,1785236,21761678,1505
side-channel,4,5,0.000100,True,2287311,209378386,946
side-channel-list,1,2,0.000000,False,0,228383453,0
side-channel-map,2,4,0.000000,False,0,221031570,0
side-channel-weakmap,1,5,0.000000,False,0,226956431,0
signal-exit,3,0,0.000000,True,1770605,632118844,1520
simple-swizzle,0,1,0.000000,True,2152974,96903915,995
sisteransi,1,0,0.000000,True,2074555,143177160,1146
slash,14,0,0.000000,True,4015967,403546151,189
smob,1,0,0.000000,False,8590,13289235,0
snake-case,1,1,0.000000,False,170439,60222672,0
snapdragon,2,11,0.000000,True,3779990,46384332,321
snapdragon-capture,1,0,0.000000,False,159,6565,0
snapdragon-node,1,0,0.000000,True,3778633,40996739,323
snapdragon-util,1,1,0.000000,True,3777798,43610448,324
socket.io,0,7,0.000000,True,1351985,38659015,1989
socket.io-adapter,1,2,0.000000,False,1215800,35341416,0
socket.io-parser,1,3,0.000000,False,1259292,50604121,0
sockjs,1,3,0.000000,True,2898020,57094381,546
sockjs-client,0,5,0.000000,True,2327592,13437702,933
sort-keys,0,1,0.000000,True,1992155,51450198,1196
source-map,8,0,0.000000,False,1103771,950453200,0
source-map-js,3,0,0.000000,False,1275432,239447922,0
source-map-loader,1,2,0.000000,False,914893,37305746,0
source-map-resolve,2,2,0.000000,True,4169843,57807684,166
source-map-support,2,2,0.000067,True,1546799,317984926,1770
source-map-url,0,0,0.000000,True,3877255,50891788,303
spdy,1,5,0.000000,True,2882748,57436722,552
spdy-transport,1,6,0.000000,True,2882507,59106935,553
split-on-first,1,0,0.000000,False,414015,37442779,0
split-string,0,0,0.000000,True,3781840,49268954,313
sprintf-js,0,0,0.000000,True,1492049,295663481,1903
stable,0,0,0.000000,True,2520174,41778627,766
stack-utils,2,1,0.000033,True,2122038,152050265,1113
stackframe,1,0,0.000000,True,1380694,63854905,1969
static-eval,1,1,0.000000,False,132071,18556764,0
static-extend,0,2,0.000000,True,3781103,46323955,316
statuses,4,0,0.000000,True,5106018,403640204,106
stealthy-require,1,0,0.000000,True,1590783,20474985,1742
stop-iteration-iterator,2,2,0.000000,False,466093,132772812,0
strict-uri-encode,0,0,0.000000,True,2182990,53940943,988
string-length,3,1,0.000067,True,2142123,158923605,1103
string-natural-compare,1,0,0.000000,False,654592,20183573,0
string-width,5,2,0.000000,False,1106583,1145360489,0
string.prototype.includes,1,3,0.000000,False,282,55182657,0
string.prototype.matchall,2,13,0.000000,True,1431234,124866757,1943
string.prototype.repeat,1,2,0.000000,False,75067,81799043,0
string.prototype.trim,1,7,0.000000,False,522694,181633350,0
string.prototype.trimend,3,4,0.000000,True,1790656,196650725,1390
string.prototype.trimleft,0,3,0.000000,True,1345868,5705819,1995
string.prototype.trimright,0,3,0.000000,True,1345864,5394127,1996
string.prototype.trimstart,2,3,0.000000,True,1790728,185939048,1389
string_decoder,1,1,0.000000,False,1091725,625484190,0
stringify-object,1,4,0.000000,True,1584491,42654845,1744
strip-ansi,8,1,0.000033,True,2069298,1363086142,1149
strip-bom,2,0,0.000000,True,2046379,381672659,1173
strip-comments,1,0,0.000000,True,1448020,23855911,1920
strip-final-newline,1,0,0.000000,True,1746604,278975869,1529
strip-indent,1,0,0.000000,True,2444992,170272348,782
strip-json-comments,3,0,0.000000,True,1783154,404391617,1507
strtok3,1,1,0.000000,False,70737,50623968,0
style-loader,1,0,0.000000,True,2565362,74408334,759
stylehacks,1,2,0.000000,True,2395629,52855949,909
super-regex,2,3,0.000000,False,411,6881512,0
supports-color,2,0,0.000000,True,5765200,1346111791,100
supports-preserve-symlinks-flag,1,0,0.000000,False,1245746,265429737,0
svg-parser,1,0,0.000000,False,1258790,42765012,0
svgo,2,7,0.000000,True,2684916,97969798,595
symbol-observable,0,0,0.000000,True,1492619,69981963,1901
symbol-tree,1,0,0.000000,True,2132693,114774208,1110
synckit,1,1,0.000033,False,150579,93317274,0
tagged-tag,1,0,0.000000,False,0,1422856,0
tailwindcss,1,0,0.000000,False,1049673,120603635,0
tapable,6,0,0.000000,True,1921112,216806695,1321
tar,1,5,0.000000,True,3179743,208361320,396
temp-dir,1,0,0.000000,False,889505,63551091,0
tempy,1,4,0.000000,False,987313,47336640,0
terser,3,4,0.000000,True,1771735,183237707,1518
terser-webpack-plugin,2,5,0.000000,False,1172164,137525662,0
test-exclude,1,3,0.000000,True,2237876,195761813,961
text-table,1,0,0.000000,True,2282127,156710668,949
thingies,2,0,0.000000,False,197,27296361,0
throat,0,0,0.000000,True,2093703,54507577,1137
thunky,1,0,0.000000,True,2870641,55590581,557
time-span,1,1,0.000000,False,44905,11951934,0
timsort,0,0,0.000000,True,2008408,11707939,1188
tldts,1,1,0.000000,False,538,64415396,0
tldts-core,1,0,0.000000,False,1452,79357110,0
tmpl,1,0,0.000000,True,1401565,136369823,1958
to-fast-properties,1,0,0.000000,True,4631839,99394519,122
to-object-path,0,1,0.000000,True,3784348,47574651,311
to-regex,2,4,0.000000,True,3780644,46790828,319
to-regex-range,1,1,0.000067,True,5300496,353603756,103
toidentifier,1,0,0.000000,True,4368444,206140944,135
tough-cookie,2,1,0.000000,True,1773813,257249908,1514
tr46,1,1,0.000000,True,2433040,429980793,787
tree-dump,2,0,0.000000,False,0,27544104,0
trim-newlines,0,0,0.000000,True,1349635,63432896,1993
trim-right,0,0,0.000000,True,1419753,15981590,1950
tryer,1,0,0.000000,False,1083621,18313503,0
ts-api-utils,3,0,0.000000,False,3608,185129322,0
ts-pnp,1,0,0.000000,True,1400278,13751156,1960
tsconfig-paths,1,3,0.000000,False,914913,214124378,0
tslib,3,0,0.000000,True,1726336,1148431593,1536
tsutils,0,1,0.000000,True,2391438,79661436,911
type-check,2,1,0.000000,True,2192557,295778577,983
type-detect,1,0,0.000000,True,1341557,189457789,1999
type-fest,6,1,0.000100,True,3278996,961163450,382
type-is,2,3,0.000000,True,1827489,221029274,1370
typed-array-buffer,1,3,0.000000,False,559526,180726558,0
typed-array-byte-length,1,5,0.000008,False,424998,171525206,0
