Id,Label,package,in_degree,out_degree,betweenness,risk_score,is_topN,dependents_count,downloads,rank,is_seed
842,fastest-levenshtein,fastest-levenshtein,1,0,0.000000,0.003623,False,0,0,0,False
843,fastq,fastq,1,1,0.000000,0.006033,True,1731737,268334073,549,True
844,faye-websocket,faye-websocket,1,1,0.000000,0.006033,False,0,0,0,False
845,fb-watchman,fb-watchman,1,1,0.000000,0.006033,True,992304,143790695,1361,True
846,fdir,fdir,2,0,0.000000,0.007246,True,5433,188068272,940,True
847,fecha,fecha,1,0,0.000000,0.003623,False,0,0,0,False
848,fetch-blob,fetch-blob,2,1,0.000000,0.009656,False,0,0,0,False
849,fflate,fflate,1,0,0.000000,0.003623,False,0,0,0,False
850,figures,figures,2,1,0.000000,0.009656,True,931471,205020774,793,True
851,file-entry-cache,file-entry-cache,1,1,0.000000,0.006033,True,1425106,268891899,548,True
852,file-type,file-type,0,4,0.000000,0.009639,True,597635,129320430,1572,True
853,fill-range,fill-range,1,1,0.000000,0.006033,True,5461792,390449745,304,True
854,finalhandler,finalhandler,1,6,0.000000,0.018081,True,4946523,251036425,585,True
855,find-cache-dir,find-cache-dir,0,2,0.000000,0.004819,True,1812888,162714181,1146,True
856,find-up,find-up,2,2,0.000000,0.012066,True,1124485,784208705,123,True
857,find-up-simple,find-up-simple,2,0,0.000000,0.007246,False,0,0,0,False
858,firebase-admin,firebase-admin,1,11,0.000000,0.030129,False,0,0,0,False
859,flat-cache,flat-cache,1,3,0.000000,0.010852,True,1427237,279383979,530,True
860,flatted,flatted,1,0,0.000000,0.003623,True,1435734,269423062,546,True
861,fn.name,fn.name,1,0,0.000000,0.003623,False,0,0,0,False
862,follow-redirects,follow-redirects,1,0,0.000000,0.003623,True,2023308,265958834,558,True
863,fontkit,fontkit,1,9,0.000000,0.025310,False,0,0,0,False
864,for-each,for-each,4,1,0.000000,0.016902,True,794514,211436611,776,True
865,foreground-child,foreground-child,0,2,0.000000,0.004819,True,178662,248789017,588,True
866,forever-agent,forever-agent,2,0,0.000000,0.007246,False,0,0,0,False
867,form-data,form-data,4,5,0.000466,0.082430,True,1722210,456172798,173,True
868,form-data-encoder,form-data-encoder,1,0,0.000000,0.003623,False,0,0,0,False
869,formdata-polyfill,formdata-polyfill,1,1,0.000000,0.006033,False,0,0,0,False
870,formidable,formidable,1,3,0.000000,0.010852,False,0,0,0,False
871,forwarded,forwarded,1,0,0.000000,0.003623,True,4075117,167718397,1117,True
872,fraction.js,fraction.js,1,0,0.000000,0.003623,True,1189394,109581215,1963,True
873,fresh,fresh,2,0,0.000000,0.007246,True,5019855,230727143,727,True
874,fs-extra,fs-extra,1,3,0.000000,0.010852,True,3606808,545095775,151,True
875,fs-minipass,fs-minipass,1,1,0.000000,0.006033,True,3246496,175040074,984,True
876,fs.realpath,fs.realpath,0,0,0.000000,0.000000,True,5532257,254037826,577,True
877,function-bind,function-bind,5,0,0.000000,0.018116,True,2177864,387485252,306,True
878,function.prototype.name,function.prototype.name,2,6,0.000032,0.025559,True,943981,183783254,957,True
879,functions-have-names,functions-have-names,2,0,0.000000,0.007246,True,983573,169661652,1110,True
880,gaxios,gaxios,4,4,0.000000,0.024131,True,150668,105236086,1999,True
881,gcp-metadata,gcp-metadata,1,3,0.000000,0.010852,False,0,0,0,False
882,generator-function,generator-function,1,0,0.000000,0.003623,False,0,0,0,False
883,gensync,gensync,1,0,0.000000,0.003623,True,2570540,224061248,746,True
884,get-caller-file,get-caller-file,1,0,0.000000,0.003623,True,4350442,266318509,556,True
885,get-east-asian-width,get-east-asian-width,2,0,0.000000,0.007246,False,0,0,0,False
886,get-intrinsic,get-intrinsic,19,10,0.000439,0.145614,True,2347505,374205713,314,True
887,get-package-type,get-package-type,1,0,0.000000,0.003623,True,1077415,147608330,1330,True
888,get-port,get-port,1,0,0.000000,0.003623,False,0,0,0,False
889,get-proto,get-proto,8,2,0.000075,0.042798,True,0,296917055,393,True
890,get-stream,get-stream,3,2,0.000000,0.015689,True,2299681,532549314,155,True
891,get-symbol-description,get-symbol-description,1,3,0.000000,0.010852,True,1466580,176412234,977,True
892,get-tsconfig,get-tsconfig,0,1,0.000000,0.002410,True,61978,130638162,1561,True
893,get-uri,get-uri,1,3,0.000000,0.010852,False,0,0,0,False
894,getpass,getpass,1,1,0.000000,0.006033,False,0,0,0,False
895,glob,glob,6,3,0.000000,0.028968,True,2105034,945901021,117,True
896,glob-parent,glob-parent,2,1,0.000000,0.009656,True,6788,653425988,134,True
897,glob-to-regexp,glob-to-regexp,2,0,0.000000,0.007246,True,2209082,127208279,1592,True
898,global-directory,global-directory,1,1,0.000000,0.006033,False,0,0,0,False
899,globals,globals,1,0,0.000000,0.003623,True,1094003,572609148,146,True
900,globalthis,globalthis,2,2,0.000000,0.012066,True,561361,176455365,976,True
901,globby,globby,0,6,0.000000,0.014458,True,3765491,291671720,505,True
902,google-auth-library,google-auth-library,3,7,0.000000,0.027737,False,0,0,0,False
903,google-logging-utils,google-logging-utils,2,0,0.000000,0.007246,False,0,0,0,False
904,googleapis,googleapis,1,2,0.000000,0.008442,False,0,0,0,False
905,googleapis-common,googleapis-common,1,5,0.000000,0.015671,False,0,0,0,False
906,gopd,gopd,17,0,0.000000,0.061594,True,934090,330625525,347,True
907,got,got,1,12,0.000000,0.032539,True,1332017,112428056,1945,True
908,graceful-fs,graceful-fs,19,0,0.000000,0.068841,True,1159704,359986170,324,True
909,graphemer,graphemer,1,0,0.000000,0.003623,True,780852,190126413,935,True
910,gtoken,gtoken,1,2,0.000000,0.008442,False,0,0,0,False
911,har-schema,har-schema,1,0,0.000000,0.003623,False,0,0,0,False
912,har-validator,har-validator,1,2,0.000000,0.008442,False,0,0,0,False
913,has-bigints,has-bigints,2,0,0.000000,0.007246,True,1609070,172482655,993,True
914,has-flag,has-flag,0,0,0.000000,0.000000,True,1287734,874161985,121,True
915,has-property-descriptors,has-property-descriptors,6,1,0.000000,0.024149,True,859436,247341989,591,True
916,has-proto,has-proto,4,1,0.000011,0.018187,True,840101,187384147,942,True
917,has-symbols,has-symbols,10,0,0.000000,0.036232,True,1910672,372419551,315,True
918,has-tostringtag,has-tostringtag,11,1,0.000016,0.044192,True,1605281,312280604,372,True
919,hasha,hasha,1,2,0.000000,0.008442,False,0,0,0,False
920,hashery,hashery,2,1,0.000000,0.009656,False,0,0,0,False
921,hasown,hasown,14,1,0.000075,0.062128,True,257,354876236,327,True
922,he,he,0,0,0.000000,0.000000,True,2827549,125265900,1710,True
923,helmet,helmet,1,0,0.000000,0.003623,False,0,0,0,False
924,highcharts,highcharts,1,0,0.000000,0.003623,False,0,0,0,False
925,hookified,hookified,6,0,0.000000,0.021739,False,0,0,0,False
926,hosted-git-info,hosted-git-info,1,1,0.000000,0.006033,True,1281325,290167949,509,True
927,html-encoding-sniffer,html-encoding-sniffer,1,1,0.000000,0.006033,True,2121155,139650450,1395,True
928,html-escaper,html-escaper,1,0,0.000000,0.003623,True,1783603,174432325,985,True
929,htmlparser2,htmlparser2,1,4,0.000000,0.013262,True,2705632,195508009,922,True
930,http-cache-semantics,http-cache-semantics,2,0,0.000000,0.007246,True,1320325,126392655,1597,True
931,http-errors,http-errors,4,5,0.000000,0.026541,True,1084122,312804019,369,True
932,http-parser-js,http-parser-js,1,0,0.000000,0.003623,False,0,0,0,False
933,http-proxy-agent,http-proxy-agent,5,2,0.000000,0.022935,True,1460327,308133553,377,True
934,http-signature,http-signature,2,3,0.000482,0.072291,False,0,0,0,False
935,http2-wrapper,http2-wrapper,1,2,0.000000,0.008442,False,0,0,0,False
936,https-proxy-agent,https-proxy-agent,7,2,0.000000,0.030182,True,1575850,428651873,183,True
937,human-interval,human-interval,1,1,0.000000,0.006033,False,0,0,0,False
938,human-signals,human-signals,1,0,0.000000,0.003623,True,1698573,330382665,349,True
939,humanize-ms,humanize-ms,1,1,0.000000,0.006033,False,0,0,0,False
940,i18next,i18next,1,1,0.000000,0.006033,False,0,0,0,False
941,iconv-lite,iconv-lite,6,1,0.000000,0.024149,True,2198928,581855456,143,True
942,ieee754,ieee754,3,0,0.000000,0.010870,True,1081327,247567922,590,True
943,ignore,ignore,4,0,0.000000,0.014493,True,1698122,505565011,158,True
944,immutable,immutable,0,0,0.000000,0.000000,True,878497,121925366,1743,True
945,import-fresh,import-fresh,2,2,0.000000,0.012066,True,3695872,310050188,374,True
946,import-in-the-middle,import-in-the-middle,1,4,0.000000,0.013262,False,0,0,0,False
947,import-local,import-local,2,2,0.000000,0.012066,True,3448463,152503706,1306,True
948,imurmurhash,imurmurhash,3,0,0.000000,0.010870,True,5719,282445475,524,True
949,indent-string,indent-string,2,0,0.000000,0.007246,True,3057889,245323578,597,True
950,index-to-position,index-to-position,1,0,0.000000,0.003623,False,0,0,0,False
951,inflection,inflection,1,0,0.000000,0.003623,False,0,0,0,False
952,inflight,inflight,0,2,0.000000,0.004819,True,2061276,222211868,751,True
953,inherits,inherits,4,0,0.000000,0.014493,True,2323492,462841907,171,True
954,ini,ini,1,0,0.000000,0.003623,True,1985226,317472499,359,True
955,inquirer,inquirer,0,7,0.000000,0.016867,True,583999,154865094,1189,True
956,internal-slot,internal-slot,4,3,0.000129,0.037139,True,1631550,190302595,934,True
957,internmap,internmap,1,0,0.000000,0.003623,False,0,0,0,False
958,interpret,interpret,0,0,0.000000,0.000000,True,1629520,107548283,1982,True
959,ioredis,ioredis,1,9,0.000000,0.025310,False,0,0,0,False
960,ip-address,ip-address,1,0,0.000000,0.003623,True,15138,109809329,1962,True
961,ipaddr.js,ipaddr.js,1,0,0.000000,0.003623,True,4086426,244291235,599,True
962,is-accessor-descriptor,is-accessor-descriptor,1,2,0.000000,0.008442,True,956020,113622848,1929,True
963,is-arguments,is-arguments,1,2,0.000000,0.008442,True,2204852,123986781,1726,True
964,is-array-buffer,is-array-buffer,3,3,0.000000,0.018098,True,647978,181010603,966,True
965,is-arrayish,is-arrayish,1,0,0.000000,0.003623,True,5599,312723409,370,True
966,is-async-function,is-async-function,1,5,0.000032,0.019526,True,127277,148627016,1324,True
967,is-bigint,is-bigint,1,1,0.000000,0.006033,True,1624594,185636665,950,True
968,is-binary-path,is-binary-path,0,1,0.000000,0.002410,True,2135367,231619788,724,True
969,is-boolean-object,is-boolean-object,1,2,0.000000,0.008442,True,1646078,201379918,906,True
970,is-buffer,is-buffer,0,0,0.000000,0.000000,True,971086,163663438,1141,True
971,is-callable,is-callable,4,0,0.000000,0.014493,True,4768,238350705,712,True
972,is-core-module,is-core-module,3,1,0.000000,0.013279,True,2348517,313697356,366,True
973,is-data-descriptor,is-data-descriptor,1,2,0.000000,0.008442,True,956019,110765695,1955,True
974,is-data-view,is-data-view,4,3,0.000000,0.021722,True,0,157456363,1173,True
975,is-date-object,is-date-object,2,2,0.000000,0.012066,True,4875,215486367,767,True
976,is-descriptor,is-descriptor,1,4,0.000000,0.013262,True,956037,185588169,951,True
977,is-docker,is-docker,1,0,0.000000,0.003623,True,1904010,221042312,756,True
978,is-electron,is-electron,1,0,0.000000,0.003623,False,0,0,0,False
979,is-extendable,is-extendable,1,1,0.000000,0.006033,True,990766,210896918,778,True
980,is-extglob,is-extglob,1,0,0.000000,0.003623,True,5930,313635672,367,True
981,is-finalizationregistry,is-finalizationregistry,1,1,0.000000,0.006033,True,374948,139208290,1399,True
982,is-fullwidth-code-point,is-fullwidth-code-point,1,1,0.000000,0.006033,True,1106069,642706468,135,True
983,is-generator-fn,is-generator-fn,1,0,0.000000,0.003623,True,1984793,121605121,1747,True
984,is-generator-function,is-generator-function,2,5,0.000032,0.023149,True,306473,198485251,911,True
985,is-glob,is-glob,4,1,0.000000,0.016902,True,6270,367918102,318,True
986,is-in-ssh,is-in-ssh,1,0,0.000000,0.003623,False,0,0,0,False
987,is-inside-container,is-inside-container,2,1,0.000000,0.009656,False,0,0,0,False
988,is-installed-globally,is-installed-globally,1,2,0.000000,0.008442,False,0,0,0,False
989,is-interactive,is-interactive,1,0,0.000000,0.003623,True,704709,132046381,1550,True
990,is-map,is-map,1,0,0.000000,0.003623,True,474357,168243728,1114,True
991,is-negative-zero,is-negative-zero,1,0,0.000000,0.003623,True,1510107,166432094,1126,True
992,is-network-error,is-network-error,1,0,0.000000,0.003623,False,0,0,0,False
993,is-number,is-number,1,0,0.000000,0.003623,True,6502,423136954,187,True
994,is-number-object,is-number-object,1,2,0.000000,0.008442,True,1637126,176646165,975,True
995,is-obj,is-obj,0,0,0.000000,0.000000,True,3285488,126021673,1702,True
996,is-path-inside,is-path-inside,2,0,0.000000,0.007246,True,3491616,187618311,941,True
997,is-plain-obj,is-plain-obj,1,0,0.000000,0.003623,True,3088043,269025586,547,True
998,is-plain-object,is-plain-object,1,0,0.000000,0.003623,True,1010187,232252475,721,True
999,is-potential-custom-element-name,is-potential-custom-element-name,2,0,0.000000,0.007246,True,946146,113201257,1936,True
1000,is-promise,is-promise,1,0,0.000000,0.003623,False,0,0,0,False
1001,is-reference,is-reference,1,1,0.000000,0.006033,False,0,0,0,False
1002,is-regex,is-regex,3,4,0.000008,0.021472,True,4844,242971015,701,True
1003,is-set,is-set,2,0,0.000000,0.007246,True,474356,166594851,1124,True
1004,is-shared-array-buffer,is-shared-array-buffer,1,1,0.000000,0.006033,True,942377,201934117,903,True
1005,is-stream,is-stream,5,0,0.000000,0.018116,True,2263687,465416448,170,True
1006,is-string,is-string,3,2,0.000008,0.016652,True,1277601,201981724,902,True
1007,is-symbol,is-symbol,2,3,0.000000,0.014475,True,4659,204209773,796,True
1008,is-typed-array,is-typed-array,7,1,0.000000,0.027772,True,1062000,222381252,750,True
1009,is-typedarray,is-typedarray,2,0,0.000000,0.007246,True,5513,129485597,1570,True
1010,is-unicode-supported,is-unicode-supported,3,0,0.000000,0.010870,True,666394,208898587,783,True
1011,is-weakmap,is-weakmap,1,0,0.000000,0.003623,True,454147,163569790,1142,True
1012,is-weakref,is-weakref,2,1,0.000000,0.009656,True,1084675,191796430,930,True
1013,is-weakset,is-weakset,1,2,0.000000,0.008442,True,454147,165449482,1133,True
1014,is-windows,is-windows,0,0,0.000000,0.000000,True,1041662,110025386,1958,True
1015,is-wsl,is-wsl,1,1,0.000000,0.006033,True,3861743,258422294,569,True
1016,isarray,isarray,3,0,0.000000,0.010870,True,2097979,606557489,139,True
1017,isexe,isexe,1,0,0.000000,0.003623,True,5752,408552973,192,True
1018,isobject,isobject,1,0,0.000000,0.003623,True,4238246,218224569,762,True
1019,isstream,isstream,2,0,0.000000,0.007246,False,0,0,0,False
1020,istanbul-lib-coverage,istanbul-lib-coverage,4,0,0.000000,0.014493,True,2660713,204064004,797,True
1021,istanbul-lib-instrument,istanbul-lib-instrument,2,5,0.000000,0.019295,True,2654386,270778785,544,True
1022,istanbul-lib-report,istanbul-lib-report,2,3,0.000000,0.014475,True,2624956,175716657,981,True
1023,istanbul-lib-source-maps,istanbul-lib-source-maps,1,3,0.000000,0.010852,True,2609340,193581427,925,True
1024,istanbul-reports,istanbul-reports,1,2,0.000000,0.008442,True,2624626,174014895,988,True
1025,iterator.prototype,iterator.prototype,1,6,0.000000,0.018081,False,0,0,0,False
1026,jackspeak,jackspeak,0,1,0.000000,0.002410,True,136482,286998198,518,True
1027,jest,jest,1,4,0.000000,0.013262,True,2134838,141800909,1379,True
1028,jest-changed-files,jest-changed-files,1,3,0.000000,0.010852,True,2050373,145644716,1345,True
1029,jest-circus,jest-circus,1,20,0.000000,0.051816,True,1237144,123823913,1728,True
1030,jest-cli,jest-cli,1,10,0.000000,0.027720,True,2060983,146148689,1342,True
1031,jest-config,jest-config,2,24,0.000000,0.065078,True,2051336,139906975,1391,True
1032,jest-diff,jest-diff,2,4,0.000000,0.016885,True,2101659,228275298,738,True
1033,jest-docblock,jest-docblock,2,1,0.000000,0.009656,True,2057120,146628454,1339,True
1034,jest-each,jest-each,1,5,0.000000,0.015671,True,1949386,135620381,1526,True
1035,jest-environment-node,jest-environment-node,2,7,0.000000,0.024114,True,2050538,150864613,1314,True
1036,jest-get-type,jest-get-type,0,0,0.000000,0.000000,True,2102211,206049846,790,True
1037,jest-haste-map,jest-haste-map,6,10,0.000000,0.045836,True,2149746,190427323,933,True
1038,jest-leak-detector,jest-leak-detector,1,2,0.000000,0.008442,True,1975265,148186755,1326,True
1039,jest-matcher-utils,jest-matcher-utils,3,4,0.000000,0.020508,True,2064803,196147533,916,True
1040,jest-message-util,jest-message-util,9,9,0.000000,0.054295,True,2099364,230856012,726,True
1041,jest-mock,jest-mock,6,3,0.000000,0.028968,True,2101135,208619353,785,True
1042,jest-pnp-resolver,jest-pnp-resolver,1,0,0.000000,0.003623,True,1909842,123786466,1729,True
1043,jest-regex-util,jest-regex-util,7,0,0.000000,0.025362,True,2094230,230581598,728,True
1044,jest-resolve,jest-resolve,4,8,0.000000,0.033770,True,2051130,164038579,1138,True
1045,jest-resolve-dependencies,jest-resolve-dependencies,1,2,0.000000,0.008442,True,2047834,146301642,1341,True
1046,jest-runner,jest-runner,2,22,0.000000,0.060258,True,1982094,145038528,1349,True
1047,jest-runtime,jest-runtime,3,22,0.000000,0.063882,True,2048432,152011327,1310,True
1048,jest-snapshot,jest-snapshot,5,21,0.000000,0.068718,True,2051196,147376006,1333,True
1049,jest-util,jest-util,20,6,0.000000,0.086922,True,2141628,320563809,355,True
1050,jest-validate,jest-validate,5,6,0.000000,0.032574,True,2114635,152985558,1303,True
1051,jest-watcher,jest-watcher,2,8,0.000000,0.026523,True,1948679,159634648,1157,True
1052,jest-worker,jest-worker,4,5,0.000000,0.026541,True,1815505,332576273,345,True
1053,jiti,jiti,0,0,0.000000,0.000000,True,729108,211889301,774,True
1054,jmespath,jmespath,1,0,0.000000,0.003623,False,0,0,0,False
1055,jose,jose,1,0,0.000000,0.003623,False,0,0,0,False
1056,jpeg-exif,jpeg-exif,1,0,0.000000,0.003623,False,0,0,0,False
1057,js-tokens,js-tokens,3,0,0.000000,0.010870,True,1940799,363868762,319,True
1058,js-yaml,js-yaml,3,1,0.000000,0.013279,True,1075506,581168112,144,True
1059,jsbn,jsbn,2,0,0.000000,0.007246,True,900521,146701029,1338,True
1060,jsdom,jsdom,0,20,0.000000,0.048193,True,1437647,157797973,1170,True
1061,jsesc,jsesc,2,0,0.000000,0.007246,True,4543338,379320852,310,True
1062,json-bigint,json-bigint,1,1,0.000000,0.006033,False,0,0,0,False
1063,json-buffer,json-buffer,0,0,0.000000,0.000000,True,1083541,225890030,741,True
1064,json-parse-even-better-errors,json-parse-even-better-errors,1,0,0.000000,0.003623,True,1767279,282590988,523,True
1065,json-schema,json-schema,1,0,0.000000,0.003623,True,1556405,114140886,1926,True
1066,json-schema-traverse,json-schema-traverse,1,0,0.000000,0.003623,True,1067963,601963102,141,True
1067,json-stable-stringify-without-jsonify,json-stable-stringify-without-jsonify,1,0,0.000000,0.003623,True,1575335,229252924,734,True
1068,json-stringify-safe,json-stringify-safe,2,0,0.000000,0.007246,True,5239,128754699,1578,True
1069,json5,json5,3,0,0.000000,0.010870,True,1074368,473081353,164,True
1070,jsonc-parser,jsonc-parser,0,0,0.000000,0.000000,True,356275,116731550,1796,True
1071,jsonfile,jsonfile,1,1,0.000000,0.006033,True,3570926,317354565,360,True
1072,jsonwebtoken,jsonwebtoken,3,10,0.000000,0.034966,True,718942,105452212,1997,True
1073,jsprim,jsprim,1,4,0.000129,0.028679,False,0,0,0,False
1074,jsx-ast-utils,jsx-ast-utils,1,4,0.000000,0.013262,True,1955342,114891550,1917,True
1075,jwa,jwa,1,3,0.000000,0.010852,True,728961,171321256,1100,True
1076,jwks-rsa,jwks-rsa,1,6,0.000000,0.018081,False,0,0,0,False
1077,jws,jws,3,2,0.000000,0.015689,True,730294,125207235,1711,True
1078,kareem,kareem,1,0,0.000000,0.003623,False,0,0,0,False
1079,keyv,keyv,5,1,0.000000,0.020526,True,1079901,267225696,552,True
1080,kind-of,kind-of,0,0,0.000000,0.000000,True,2124171,435703011,179,True
1081,kleur,kleur,1,0,0.000000,0.003623,True,2132876,181285947,964,True
1082,kuler,kuler,1,0,0.000000,0.003623,False,0,0,0,False
1083,leaflet,leaflet,1,0,0.000000,0.003623,False,0,0,0,False
1084,leven,leven,1,0,0.000000,0.003623,True,2646898,163977101,1139,True
1085,levn,levn,2,2,0.000000,0.012066,True,1544784,294519544,500,True
1086,lightningcss-linux-x64-musl,lightningcss-linux-x64-musl,0,0,0.000000,0.000000,True,14660,165078017,1136,True
1087,lilconfig,lilconfig,1,0,0.000000,0.003623,True,1248700,160309997,1154,True
1088,limiter,limiter,1,0,0.000000,0.003623,False,0,0,0,False
1089,linebreak,linebreak,1,2,0.000000,0.008442,False,0,0,0,False
1090,lines-and-columns,lines-and-columns,0,0,0.000000,0.000000,True,2280787,270962849,543,True
1091,listr2,listr2,1,6,0.000000,0.018081,True,188948,110069847,1956,True
1092,loader-runner,loader-runner,1,0,0.000000,0.003623,True,1725917,117591205,1785,True
1093,loader-utils,loader-utils,0,0,0.000000,0.000000,True,1708802,222066633,752,True
1094,locate-character,locate-character,1,0,0.000000,0.003623,False,0,0,0,False
1095,locate-path,locate-path,1,1,0.000000,0.006033,True,1089462,751095366,125,True
1096,lodash,lodash,6,0,0.000000,0.021739,True,1936033,343479314,339,True
1097,lodash.clonedeep,lodash.clonedeep,1,0,0.000000,0.003623,False,0,0,0,False
1098,lodash.debounce,lodash.debounce,1,0,0.000000,0.003623,True,1200377,123038002,1734,True
1099,lodash.defaults,lodash.defaults,1,0,0.000000,0.003623,False,0,0,0,False
1100,lodash.includes,lodash.includes,1,0,0.000000,0.003623,False,0,0,0,False
1101,lodash.isarguments,lodash.isarguments,1,0,0.000000,0.003623,False,0,0,0,False
1102,lodash.isboolean,lodash.isboolean,1,0,0.000000,0.003623,False,0,0,0,False
1103,lodash.isinteger,lodash.isinteger,1,0,0.000000,0.003623,False,0,0,0,False
1104,lodash.isnumber,lodash.isnumber,1,0,0.000000,0.003623,False,0,0,0,False
1105,lodash.isplainobject,lodash.isplainobject,1,0,0.000000,0.003623,True,984974,137757065,1508,True
1106,lodash.isstring,lodash.isstring,1,0,0.000000,0.003623,False,0,0,0,False
1107,lodash.memoize,lodash.memoize,0,0,0.000000,0.000000,True,2831604,117747765,1783,True
1108,lodash.merge,lodash.merge,1,0,0.000000,0.003623,True,1672087,225879617,742,True
1109,lodash.once,lodash.once,2,0,0.000000,0.007246,False,0,0,0,False
1110,log-symbols,log-symbols,2,2,0.000000,0.012066,True,1543198,232889947,720,True
1111,log-update,log-update,1,5,0.000000,0.015671,True,546818,117900946,1781,True
1112,logform,logform,2,6,0.000000,0.021704,False,0,0,0,False
1113,long,long,1,0,0.000000,0.003623,True,641907,154741629,1190,True
1114,long-timeout,long-timeout,1,0,0.000000,0.003623,False,0,0,0,False
1115,loose-envify,loose-envify,1,1,0.000000,0.006033,True,3548702,176129807,980,True
1116,lower-case,lower-case,0,0,0.000000,0.000000,True,2498991,120055287,1763,True
1117,lowercase-keys,lowercase-keys,2,0,0.000000,0.007246,True,1311902,116191093,1902,True
1118,lru-cache,lru-cache,9,0,0.000000,0.032609,True,1198118,1064611959,111,True
1119,lru-memoizer,lru-memoizer,1,2,0.000000,0.008442,False,0,0,0,False
1120,luxon,luxon,2,0,0.000000,0.007246,False,0,0,0,False
1121,lz-string,lz-string,1,0,0.000000,0.003623,False,0,0,0,False
1122,magic-string,magic-string,1,1,0.000000,0.006033,True,972985,279731809,528,True
1123,make-dir,make-dir,1,0,0.000000,0.003623,True,1769140,389510830,305,True
1124,make-error,make-error,1,0,0.000000,0.003623,True,1000848,137208431,1515,True
1125,make-fetch-happen,make-fetch-happen,0,11,0.000000,0.026506,True,847105,107660955,1980,True
1126,makeerror,makeerror,1,1,0.000000,0.006033,True,1401481,127205664,1593,True
1127,map-obj,map-obj,0,0,0.000000,0.000000,True,1367046,114126554,1927,True
1128,math-intrinsics,math-intrinsics,3,0,0.000000,0.010870,True,0,269753336,545,True
1129,mdn-data,mdn-data,1,0,0.000000,0.003623,True,2565409,199928808,908,True
1130,media-typer,media-typer,1,0,0.000000,0.003623,True,1827941,221043476,755,True
1131,memory-pager,memory-pager,1,0,0.000000,0.003623,False,0,0,0,False
1132,meow,meow,0,0,0.000000,0.000000,True,1351610,114419505,1922,True
1133,merge-descriptors,merge-descriptors,1,0,0.000000,0.003623,True,4062436,216204370,765,True
1134,merge-stream,merge-stream,1,0,0.000000,0.003623,True,2059364,211787683,775,True
1135,merge2,merge2,1,0,0.000000,0.003623,True,2917740,252806992,579,True
1136,methods,methods,0,0,0.000000,0.000000,True,4125259,159116562,1162,True
1137,micromatch,micromatch,6,2,0.000000,0.026558,True,1847280,413777599,190,True
1138,mime,mime,1,0,0.000000,0.003623,True,2602089,362926348,320,True
1139,mime-db,mime-db,2,0,0.000000,0.007246,True,2093532,495462325,162,True
1140,mime-types,mime-types,8,1,0.000032,0.035250,True,2092391,448374154,176,True
1141,mimic-fn,mimic-fn,0,0,0.000000,0.000000,True,1520693,300016567,390,True
1142,mimic-function,mimic-function,1,0,0.000000,0.003623,False,0,0,0,False
1143,mimic-response,mimic-response,2,0,0.000000,0.007246,True,887171,179325517,970,True
1144,min-indent,min-indent,0,0,0.000000,0.000000,True,1261772,106605230,1987,True
1145,minimatch,minimatch,9,1,0.000000,0.035018,True,2198462,1449137324,104,True
1146,minimist,minimist,2,0,0.000000,0.007246,True,2004702,377114458,312,True
1147,minipass,minipass,14,0,0.000000,0.050725,True,3331406,716708673,130,True
1148,minipass-collect,minipass-collect,1,1,0.000000,0.006033,False,0,0,0,False
1149,minipass-fetch,minipass-fetch,1,3,0.000000,0.010852,False,0,0,0,False
1150,minipass-flush,minipass-flush,2,1,0.000000,0.009656,False,0,0,0,False
1151,minipass-pipeline,minipass-pipeline,2,1,0.000000,0.009656,False,0,0,0,False
1152,minipass-sized,minipass-sized,1,1,0.000000,0.006033,False,0,0,0,False
1153,minizlib,minizlib,2,1,0.000000,0.009656,True,2883623,175197983,983,True
1154,mitt,mitt,1,0,0.000000,0.003623,False,0,0,0,False
1155,mkdirp,mkdirp,1,0,0.000000,0.003623,True,1948611,448742647,175,True
1156,mnemonist,mnemonist,1,1,0.000000,0.006033,False,0,0,0,False
1157,module-details-from-path,module-details-from-path,2,0,0.000000,0.007246,False,0,0,0,False
1158,moment,moment,3,0,0.000000,0.010870,True,1006179,105484722,1996,True
1159,moment-timezone,moment-timezone,3,1,0.000000,0.013279,False,0,0,0,False
1160,mongodb,mongodb,2,3,0.000000,0.014475,False,0,0,0,False
1161,mongodb-connection-string-url,mongodb-connection-string-url,1,2,0.000000,0.008442,False,0,0,0,False
1162,mongoose,mongoose,1,6,0.000000,0.018081,False,0,0,0,False
1163,morgan,morgan,1,5,0.000000,0.015671,False,0,0,0,False
1164,mpath,mpath,1,0,0.000000,0.003623,False,0,0,0,False
1165,mquery,mquery,1,0,0.000000,0.003623,False,0,0,0,False
1166,ms,ms,6,0,0.000000,0.021739,True,2318159,1316918479,107,True
1167,msgpackr,msgpackr,1,0,0.000000,0.003623,False,0,0,0,False
1168,multer,multer,1,7,0.000000,0.020491,False,0,0,0,False
1169,mute-stream,mute-stream,2,0,0.000000,0.007246,True,830495,214674515,769,True
1170,nanoid,nanoid,1,0,0.000000,0.003623,True,1618762,307785473,378,True
1171,napi-postinstall,napi-postinstall,1,0,0.000000,0.003623,False,0,0,0,False
1172,natural-compare,natural-compare,3,0,0.000000,0.010870,True,2125495,254566499,573,True
1173,negotiator,negotiator,3,0,0.000000,0.010870,True,1792608,350626372,333,True
1174,neo-async,neo-async,1,0,0.000000,0.003623,True,1452098,167488299,1119,True
1175,netmask,netmask,1,0,0.000000,0.003623,False,0,0,0,False
