package,risk_score,in_degree,out_degree,betweenness,is_topN
tslib,0.500000,138,0,0.000000,True
jest-snapshot,0.368718,5,21,0.000689,True
@smithy/types,0.339366,93,1,0.000000,True
@babel/helper-plugin-utils,0.293478,81,0,0.000000,True
@jest/core,0.284194,2,28,0.000481,True
jest,0.275196,1,4,0.000601,True
get-intrinsic,0.223224,19,10,0.000299,True
cypress,0.217732,1,42,0.000259,False
@aws-sdk/types,0.214140,57,2,0.000006,True
telecom-mas-agent,0.203623,1,83,0.000000,True
@jest/transform,0.198064,6,15,0.000322,True
@aws-sdk/core,0.184315,31,13,0.000093,True
es-abstract,0.180845,14,54,0.000000,True
call-bound,0.180057,39,2,0.000078,True
@jest/types,0.172398,24,7,0.000157,True
@babel/preset-env,0.168675,0,70,0.000000,True
@smithy/protocol-http,0.167863,45,2,0.000000,True
@aws-sdk/nested-clients,0.166609,4,38,0.000139,False
debug,0.165530,40,1,0.000042,True
@aws-sdk/client-s3,0.164057,1,55,0.000064,False
call-bind,0.160814,27,4,0.000122,True
@babel/traverse,0.146663,17,7,0.000157,True
@babel/core,0.139271,4,15,0.000204,True
@smithy/util-utf8,0.138930,35,2,0.000017,True
@smithy/node-config-provider,0.138471,34,4,0.000013,True
@cypress/request,0.128166,1,18,0.000186,False
@types/node,0.127324,31,1,0.000029,True
jest-util,0.125407,20,6,0.000088,True
@aws-sdk/client-s3-control,0.125174,1,45,0.000030,False
jest-haste-map,0.124906,6,10,0.000182,True
@smithy/core,0.124830,26,10,0.000015,True
@smithy/smithy-client,0.124614,28,7,0.000014,True
d3,0.123494,1,30,0.000109,False
@aws-sdk/client-lambda,0.119300,1,44,0.000022,False
@aws-sdk/client-dynamodb,0.113330,1,41,0.000025,False
es-errors,0.112319,31,0,0.000000,True
request,0.112131,1,20,0.000138,False
execa,0.111967,2,12,0.000174,True
side-channel,0.111959,3,5,0.000204,True
@aws-sdk/client-cloudwatch,0.111061,1,41,0.000020,False
@aws-sdk/client-rds,0.109919,1,41,0.000017,False
@aws-sdk/client-ec2,0.109919,1,41,0.000017,False
@smithy/util-middleware,0.109892,29,2,0.000000,True
@aws-sdk/client-sqs,0.109758,1,41,0.000017,False
@aws-sdk/credential-provider-node,0.109574,18,12,0.000035,True
@aws-sdk/client-cloudfront,0.108573,1,41,0.000014,False
express,0.107940,1,27,0.000090,True
qs,0.107841,8,1,0.000176,True
jest-config,0.107622,2,24,0.000098,True
babel-preset-current-node-syntax,0.106367,2,15,0.000145,True
@smithy/middleware-endpoint,0.105876,23,8,0.000007,True
@aws-sdk/client-iam,0.105322,1,40,0.000012,False
@aws-sdk/client-ses,0.105322,1,40,0.000012,False
@aws-sdk/client-cloudformation,0.105322,1,40,0.000012,False
@babel/helper-compilation-targets,0.103761,6,5,0.000161,True
@smithy/util-base64,0.103009,25,3,0.000012,True
@aws-sdk/client-cloudsearch,0.102723,1,39,0.000012,False
@aws-sdk/client-cloudtrail,0.102723,1,39,0.000012,False
@aws-sdk/client-sns,0.102723,1,39,0.000012,False
@aws-sdk/client-secrets-manager,0.102723,1,39,0.000012,False
@aws-sdk/client-cloudhsm,0.102723,1,39,0.000012,False
@aws-sdk/client-kms,0.102723,1,39,0.000012,False
define-properties,0.100701,22,3,0.000032,True
@babel/types,0.098259,18,2,0.000065,True
@smithy/node-http-handler,0.097990,22,5,0.000014,True
@smithy/middleware-retry,0.096716,20,9,0.000006,True
@smithy/config-resolver,0.096712,22,6,0.000006,True
@babel/helper-create-class-features-plugin,0.096560,5,7,0.000141,True
@smithy/url-parser,0.096160,23,3,0.000013,True
@aws-crypto/sha256-browser,0.096144,20,7,0.000016,False
@aws-sdk/client-sso,0.095189,1,38,0.000000,True
@aws-sdk/util-endpoints,0.094557,22,5,0.000006,True
@smithy/fetch-http-handler,0.094292,22,5,0.000006,True
chalk,0.094203,26,0,0.000000,True
@aws-sdk/middleware-user-agent,0.092954,21,7,0.000000,True
@smithy/util-endpoints,0.092661,23,3,0.000005,True
@smithy/util-defaults-mode-node,0.091710,20,7,0.000005,True
puppeteer,0.090270,1,6,0.000166,False
@aws-sdk/middleware-recursion-detection,0.087311,20,5,0.000006,True
jest-message-util,0.087183,9,9,0.000076,True
@smithy/middleware-serde,0.086939,22,3,0.000000,True
@aws-sdk/util-user-agent-browser,0.084901,20,4,0.000006,True
@smithy/util-retry,0.084715,21,3,0.000003,True
@aws-crypto/sha256-js,0.084679,21,3,0.000003,True
@aws-sdk/region-config-resolver,0.084512,20,5,0.000000,True
@aws-sdk/util-user-agent-node,0.084512,20,5,0.000000,True
firebase-admin,0.082889,1,11,0.000121,False
@smithy/hash-node,0.082824,20,4,0.000002,True
@smithy/util-defaults-mode-browser,0.082382,20,4,0.000001,True
@aws-sdk/middleware-host-header,0.082102,20,4,0.000000,True
eslint,0.081928,0,34,0.000000,True
babel-plugin-istanbul,0.081105,2,5,0.000142,True
@smithy/middleware-stack,0.080906,21,2,0.000000,True
jest-runtime,0.080792,3,22,0.000039,True
form-data,0.080169,4,5,0.000123,True
@aws-sdk/middleware-logger,0.079693,20,3,0.000000,True
@smithy/middleware-content-length,0.079693,20,3,0.000000,True
@smithy/util-body-length-browser,0.078497,21,1,0.000000,True
which-typed-array,0.078028,4,7,0.000107,True
@smithy/invalid-dependency,0.077283,20,2,0.000000,True
@jest/reporters,0.077121,1,23,0.000042,True
http-signature,0.076052,2,3,0.000141,False
@smithy/util-body-length-node,0.074873,20,1,0.000000,True
jest-runner,0.070055,2,22,0.000022,True
graceful-fs,0.068841,19,0,0.000000,True
semver,0.068841,19,0,0.000000,True
@puppeteer/browsers,0.068547,2,7,0.000102,False
browserslist,0.068525,4,5,0.000096,True
es-object-atoms,0.068402,17,1,0.000010,True
aws-sdk,0.068311,1,10,0.000093,False
pretty-format,0.067501,12,3,0.000039,True
google-auth-library,0.066782,3,7,0.000090,False
winston,0.064416,1,11,0.000079,False
micromatch,0.063411,6,2,0.000085,True
gopd,0.061594,17,0,0.000000,True
hasown,0.061531,14,1,0.000019,True
got,0.061461,1,12,0.000066,True
googleapis-common,0.061154,1,5,0.000104,False
svelte,0.061149,1,14,0.000055,False
@jridgewell/trace-mapping,0.061126,12,2,0.000029,True
@babel/helper-create-regexp-features-plugin,0.060830,9,3,0.000048,True
webpack,0.060241,0,25,0.000000,True
@azure/storage-blob,0.060170,1,14,0.000052,False
jest-circus,0.059746,1,20,0.000018,True
jest-cli,0.059184,1,10,0.000072,True
@smithy/util-stream,0.057783,8,8,0.000022,True
sshpk,0.057498,1,9,0.000074,False
es-set-tostringtag,0.057343,3,4,0.000085,True
@inquirer/core,0.056723,11,7,0.000000,False
sequelize,0.056652,1,16,0.000033,False
get-proto,0.055756,8,2,0.000050,True
glob,0.055558,6,3,0.000061,True
@smithy/property-provider,0.055544,14,2,0.000000,True
@babel/code-frame,0.055325,6,3,0.000061,True
cheerio,0.055320,1,11,0.000058,False
@babel/helper-define-polyfill-provider,0.055106,3,5,0.000074,True
@babel/generator,0.054639,3,5,0.000073,True
@slack/web-api,0.053447,1,12,0.000048,False
gaxios,0.052121,4,4,0.000064,False
jest-validate,0.051793,5,6,0.000044,True
minipass,0.050725,14,0,0.000000,True
@istanbuljs/load-nyc-config,0.050658,1,5,0.000080,True
jsonwebtoken,0.049940,3,10,0.000034,False
minimatch,0.049013,9,1,0.000032,True
jsdom,0.048193,0,20,0.000000,True
jest-resolve,0.046365,4,8,0.000029,True
proxy-agent,0.046341,1,8,0.000054,False
has-tostringtag,0.045997,11,1,0.000009,True
eslint-plugin-import,0.045783,0,19,0.000000,True
util,0.045487,1,5,0.000068,True
listr2,0.043971,1,6,0.000059,True
@smithy/util-waiter,0.043961,10,3,0.000001,False
mongodb,0.043864,2,3,0.000067,False
@smithy/signature-v4,0.043522,5,8,0.000014,True
@inquirer/type,0.043478,12,0,0.000000,False
slash,0.043478,12,0,0.000000,True
eslint-plugin-react,0.043373,0,18,0.000000,True
ajv,0.043149,5,4,0.000035,True
fast-glob,0.043086,2,5,0.000055,True
body-parser,0.042300,2,9,0.000031,True
es-iterator-helpers,0.042177,1,16,0.000000,False
side-channel-map,0.042075,2,4,0.000058,True
jest-worker,0.041935,4,5,0.000035,True
@aws-sdk/middleware-sdk-s3,0.041483,2,14,0.000001,False
@jest/test-result,0.041423,8,4,0.000006,True
side-channel-weakmap,0.040862,1,5,0.000058,True
safe-buffer,0.039855,11,0,0.000000,True
@aws-sdk/credential-provider-ini,0.039457,1,14,0.000005,True
expect,0.039322,3,6,0.000032,True
string-width,0.038578,7,2,0.000019,True
jwks-rsa,0.038373,1,6,0.000047,False
pac-proxy-agent,0.038294,1,8,0.000035,False
@aws-sdk/middleware-flexible-checksums,0.038251,1,13,0.000008,False
@smithy/shared-ini-file-loader,0.037428,9,2,0.000000,True
http-errors,0.037037,4,5,0.000024,True
strip-ansi,0.036993,8,1,0.000013,True
cross-spawn,0.036991,3,3,0.000043,True
mime-types,0.036527,8,1,0.000012,True
fontkit,0.036506,1,9,0.000026,False
has-symbols,0.036232,10,0,0.000000,True
bull,0.035931,1,7,0.000035,False
ioredis,0.035806,1,9,0.000024,False
https-proxy-agent,0.035779,7,2,0.000013,True
pdfkit,0.035544,1,5,0.000046,False
@typescript-eslint/typescript-estree,0.034966,3,10,0.000000,True
string.prototype.matchall,0.034948,1,13,0.000000,True
which-builtin-type,0.034948,1,13,0.000000,True
readable-stream,0.034363,5,5,0.000010,True
send,0.033752,2,11,0.000000,True
@jest/fake-timers,0.033724,3,6,0.000019,True
multer,0.033669,1,7,0.000030,False
@babel/helper-annotate-as-pure,0.033339,6,1,0.000021,True
@types/babel__core,0.033289,2,5,0.000032,True
@aws-crypto/util,0.033166,6,3,0.000010,True
@octokit/rest,0.032854,1,4,0.000045,False
@octokit/core,0.032619,1,7,0.000028,False
@jest/get-type,0.032609,9,0,0.000000,False
lru-cache,0.032609,9,0,0.000000,True
@types/estree,0.032609,9,0,0.000000,True
@azure/core-rest-pipeline,0.032177,4,7,0.000002,False
mongoose,0.032076,1,6,0.000032,False
@aws-sdk/middleware-bucket-endpoint,0.032063,3,7,0.000010,False
@azure/abort-controller,0.031395,8,1,0.000000,False
@firebase/database-compat,0.031376,1,6,0.000031,False
@aws-sdk/credential-provider-http,0.031343,2,10,0.000000,True
ts-node,0.031325,0,13,0.000000,True
braces,0.031223,1,1,0.000058,True
@babel/template,0.030943,5,3,0.000013,True
regexpu-core,0.030676,1,6,0.000029,True
agenda,0.030643,1,6,0.000029,False
@octokit/types,0.030571,7,1,0.000006,True
which-boxed-primitive,0.030490,2,5,0.000026,True
@webassemblyjs/ast,0.030182,7,2,0.000000,True
array-includes,0.030147,3,8,0.000000,True
cacache,0.030129,1,11,0.000000,True
jsprim,0.030055,1,4,0.000039,False
@azure/core-util,0.029784,6,3,0.000002,False
iconv-lite,0.029747,6,1,0.000013,True
jest-mock,0.029668,6,3,0.000002,True
@smithy/middleware-compression,0.029649,1,10,0.000004,False
@babel/helper-module-transforms,0.029543,5,3,0.000010,True
@aws-sdk/credential-provider-sso,0.029322,2,8,0.000006,True
set-function-length,0.029150,1,6,0.000025,True
uuid,0.028986,8,0,0.000000,True
@jest/console,0.028951,4,6,0.000000,True
protobufjs,0.028916,0,12,0.000000,True
babel-jest,0.028887,1,7,0.000019,True
@firebase/database,0.028887,1,7,0.000019,False
find-up,0.028859,2,2,0.000039,True
wrap-ansi,0.028844,5,3,0.000008,True
domhandler,0.028752,7,1,0.000002,True
yargs,0.028702,2,6,0.000016,True
axios,0.028635,4,3,0.000016,True
jest-watcher,0.027923,2,8,0.000003,True
is-typed-array,0.027772,7,1,0.000000,True
@babel/parser,0.027772,7,1,0.000000,True
@jest/environment,0.027754,5,4,0.000000,True
@inquirer/prompts,0.027720,1,10,0.000000,False
jws,0.027584,3,2,0.000027,True
twilio,0.027243,1,7,0.000016,False
cosmiconfig,0.027023,1,4,0.000032,True
type-fest,0.026948,6,1,0.000006,True
reflect.getprototypeof,0.026523,2,8,0.000000,True
compression,0.026522,1,7,0.000014,False
define-data-property,0.026511,5,3,0.000003,True
make-fetch-happen,0.026506,0,11,0.000000,True
d3-transition,0.026416,3,5,0.000008,False
cacheable-request,0.026322,1,7,0.000013,False
is-generator-function,0.026228,2,5,0.000016,True
parse-json,0.025687,4,3,0.000009,True
node-fetch,0.025671,2,3,0.000026,True
fill-range,0.025625,1,1,0.000045,True
domutils,0.025500,4,3,0.000009,True
acorn,0.025362,7,0,0.000000,True
jest-regex-util,0.025362,7,0,0.000000,True
@typescript-eslint/types,0.025362,7,0,0.000000,True
@webassemblyjs/wasm-parser,0.025327,3,6,0.000000,True
@eslint/eslintrc,0.025310,1,9,0.000000,True
@azure/storage-common,0.025310,1,9,0.000000,False
resolve,0.025096,3,3,0.000016,True
d3-interpolate,0.024849,6,1,0.000002,False
extract-zip,0.024815,2,4,0.000018,False
@aws-sdk/credential-provider-web-identity,0.024814,2,7,0.000002,True
call-bind-apply-helpers,0.024657,4,2,0.000012,True
safe-regex-test,0.024521,4,3,0.000006,True
logform,0.024503,2,6,0.000006,False
has-property-descriptors,0.024149,6,1,0.000000,True
jest-environment-node,0.024114,2,7,0.000000,True
@azure/core-client,0.024114,2,7,0.000000,False
@asamuzakjp/css-color,0.024068,1,5,0.000019,False
cheerio-select,0.023959,1,6,0.000013,False
p-limit,0.023900,4,1,0.000016,True
mongodb-connection-string-url,0.023837,1,2,0.000035,False
har-validator,0.023837,1,2,0.000035,False
@azure/logger,0.023752,5,2,0.000002,False
@babel/helper-skip-transparent-expression-wrappers,0.023728,5,2,0.000002,True
type-is,0.023696,3,3,0.000013,True
@aws-sdk/middleware-sdk-ec2,0.023688,1,8,0.000002,False
@smithy/util-buffer-from,0.023510,4,2,0.000010,True
redis,0.023368,1,5,0.000018,False
keyv,0.023325,5,1,0.000006,True
on-finished,0.023325,5,1,0.000006,True
d3-array,0.023325,5,1,0.000006,False
puppeteer-core,0.023290,1,7,0.000006,False
@aws-sdk/middleware-sdk-s3-control,0.023250,1,8,0.000001,False
istanbul-lib-instrument,0.023026,2,5,0.000009,True
http-proxy-agent,0.022935,5,2,0.000000,True
@smithy/credential-provider-imds,0.022918,3,5,0.000000,True
@webassemblyjs/wasm-gen,0.022918,3,5,0.000000,True
@webassemblyjs/wasm-edit,0.022900,1,8,0.000000,True
@aws-sdk/credential-provider-login,0.022900,1,8,0.000000,False
whatwg-url,0.022686,3,2,0.000016,True
buffer,0.022671,4,2,0.000008,True
@so-ric/colorspace,0.022437,1,2,0.000032,False
socks-proxy-agent,0.022297,3,3,0.000010,True
@aws-sdk/middleware-endpoint-discovery,0.022279,1,6,0.000010,False
@octokit/request,0.022094,2,5,0.000006,False
@dabh/diagnostics,0.022048,1,3,0.000026,False
@types/express,0.022048,1,3,0.000026,True
@jridgewell/gen-mapping,0.021878,4,2,0.000006,True
agent-base,0.021739,6,0,0.000000,True
picomatch,0.021739,6,0,0.000000,True
ms,0.021739,6,0,0.000000,True
d3-dispatch,0.021739,6,0,0.000000,False
assert-plus,0.021739,6,0,0.000000,True
picocolors,0.021739,6,0,0.000000,True
lodash,0.021739,6,0,0.000000,True
hookified,0.021739,6,0,0.000000,False
internal-slot,0.021722,4,3,0.000000,True
is-data-view,0.021722,4,3,0.000000,True
@azure/core-auth,0.021722,4,3,0.000000,False
regexp.prototype.flags,0.021704,2,6,0.000000,True
object.assign,0.021704,2,6,0.000000,True
@aws-sdk/credential-provider-process,0.021704,2,6,0.000000,True
function.prototype.name,0.021704,2,6,0.000000,True
ora,0.021687,0,9,0.000000,True
@typescript-eslint/eslint-plugin,0.021687,0,9,0.000000,True
cli-cursor,0.021676,3,1,0.000019,True
tough-cookie,0.021676,3,1,0.000019,True
once,0.021459,5,1,0.000002,True
@aws-sdk/middleware-sdk-rds,0.021278,1,7,0.000002,False
log-update,0.021269,1,5,0.000013,True
jest-diff,0.021083,2,4,0.000010,True
tar-fs,0.021038,1,2,0.000029,True
rimraf,0.021038,1,2,0.000029,True
formidable,0.020882,1,3,0.000023,False
es-shim-unscopables,0.020526,5,1,0.000000,True
@smithy/is-array-buffer,0.020526,5,1,0.000000,True
set-function-name,0.020508,3,4,0.000000,True
object.values,0.020508,3,4,0.000000,True
is-regex,0.020508,3,4,0.000000,True
jest-matcher-utils,0.020508,3,4,0.000000,True
arraybuffer.prototype.slice,0.020491,1,7,0.000000,True
@aws-sdk/token-providers,0.020491,1,7,0.000000,True
array.prototype.findlastindex,0.020491,1,7,0.000000,True
string.prototype.trim,0.020491,1,7,0.000000,True
typed-array-byte-offset,0.020491,1,7,0.000000,True
morgan,0.020303,1,5,0.000011,False
escodegen,0.020259,1,4,0.000016,True
locate-path,0.020028,1,1,0.000032,True
get-stream,0.019887,3,2,0.000010,True
unicode-trie,0.019887,3,2,0.000010,False
for-each,0.019701,4,1,0.000006,True
@smithy/hash-blob-browser,0.019684,2,4,0.000006,False
@typescript-eslint/visitor-keys,0.019312,4,2,0.000000,True
safe-array-concat,0.019295,2,5,0.000000,True
@aws-sdk/credential-provider-env,0.019295,2,5,0.000000,True
@testing-library/dom,0.019277,0,8,0.000000,True
tar-stream,0.019249,1,3,0.000019,True
test-exclude,0.019249,1,3,0.000019,True
@typespec/ts-http-runtime,0.019148,3,3,0.000002,False
@smithy/querystring-builder,0.018967,3,3,0.000002,True
fs-extra,0.018549,1,3,0.000018,True
googleapis,0.018519,1,2,0.000023,False
@jest/pattern,0.018488,3,2,0.000006,False
router,0.018470,1,5,0.000006,False
@aws-sdk/middleware-sdk-sqs,0.018431,1,6,0.000001,False
is-glob,0.018302,4,1,0.000003,True
dunder-proto,0.018298,3,3,0.000000,True
@aws-crypto/sha1-browser,0.018265,1,6,0.000000,False
pac-resolver,0.018239,1,2,0.000022,False
@aws-sdk/signature-v4-multi-region,0.018169,1,6,0.000000,False
import-in-the-middle,0.018160,1,4,0.000011,False
@babel/helper-validator-identifier,0.018116,5,0,0.000000,True
signal-exit,0.018116,5,0,0.000000,True
object-inspect,0.018116,5,0,0.000000,True
eslint-visitor-keys,0.018116,5,0,0.000000,True
@jridgewell/sourcemap-codec,0.018116,5,0,0.000000,True
base64-js,0.018116,5,0,0.000000,True
@inquirer/ansi,0.018116,5,0,0.000000,False
is-stream,0.018116,5,0,0.000000,True
fast-deep-equal,0.018116,5,0,0.000000,True
function-bind,0.018116,5,0,0.000000,True
@webassemblyjs/helper-wasm-bytecode,0.018116,5,0,0.000000,True
estraverse,0.018116,5,0,0.000000,True
es-define-property,0.018116,5,0,0.000000,True
domelementtype,0.018116,5,0,0.000000,True
events,0.018116,5,0,0.000000,True
@babel/helper-replace-supers,0.018098,3,3,0.000000,True
is-array-buffer,0.018098,3,3,0.000000,True
@smithy/md5-js,0.018098,3,3,0.000000,False
iterator.prototype,0.018081,1,6,0.000000,False
finalhandler,0.018081,1,6,0.000000,True
@babel/plugin-transform-classes,0.018081,1,6,0.000000,True
array.prototype.findlast,0.018081,1,6,0.000000,False
typed-array-length,0.018081,1,6,0.000000,True
optionator,0.018081,1,6,0.000000,True
@isaacs/cliui,0.018081,1,6,0.000000,True
@jest/schemas,0.018053,2,1,0.000019,True
degenerator,0.017849,1,3,0.000016,False
websocket-driver,0.017849,1,3,0.000016,False
combined-stream,0.017478,3,1,0.000010,True
js-yaml,0.017478,3,1,0.000010,True
@jest/snapshot-utils,0.017460,1,4,0.000010,False
@types/express-serve-static-core,0.017460,1,4,0.000010,True
parse5,0.017369,4,1,0.000001,True
is-symbol,0.017274,2,3,0.000006,True
fb-watchman,0.017229,1,1,0.000026,True
walker,0.017229,1,1,0.000026,True
css-select,0.017071,1,5,0.000003,True
import-local,0.016964,2,2,0.000011,True
@smithy/util-config-provider,0.016902,4,1,0.000000,True
@azure/core-tracing,0.016902,4,1,0.000000,False
has-proto,0.016902,4,1,0.000000,True
@firebase/util,0.016902,4,1,0.000000,False
@smithy/util-hex-encoding,0.016902,4,1,0.000000,True
@typescript-eslint/utils,0.016885,2,4,0.000000,True
@aws-sdk/util-format-url,0.016885,2,4,0.000000,False
string.prototype.trimend,0.016885,2,4,0.000000,True
array.prototype.flatmap,0.016885,2,4,0.000000,True
object.fromentries,0.016885,2,4,0.000000,True
array.prototype.flat,0.016885,2,4,0.000000,True
schema-utils,0.016885,2,4,0.000000,True
inquirer,0.016867,0,7,0.000000,True
enquirer,0.016839,1,2,0.000019,False
color,0.016839,1,2,0.000019,True
is-installed-globally,0.016839,1,2,0.000019,False
dom-serializer,0.016621,2,3,0.000005,True
jwa,0.016450,1,3,0.000013,True
@aws-sdk/xml-builder,0.016450,1,3,0.000013,False
concat-stream,0.016411,1,4,0.000007,True
yauzl,0.016264,2,2,0.000010,False
@jridgewell/remapping,0.016264,2,2,0.000010,False
is-string,0.016155,3,2,0.000001,True
ansi-escapes,0.016078,3,1,0.000006,True
is-core-module,0.016078,3,1,0.000006,True
whatwg-encoding,0.016078,3,1,0.000006,True
available-typed-arrays,0.016078,3,1,0.000006,True
raw-body,0.016061,1,4,0.000006,True
@smithy/eventstream-serde-node,0.015875,2,3,0.000003,False
@smithy/eventstream-serde-universal,0.015875,2,3,0.000003,False
istanbul-lib-report,0.015875,2,3,0.000003,True
d3-dsv,0.015875,2,3,0.000003,False
@smithy/eventstream-serde-browser,0.015875,2,3,0.000003,False
faye-websocket,0.015829,1,1,0.000022,False
to-regex-range,0.015829,1,1,0.000022,True
@babel/plugin-transform-destructuring,0.015689,3,2,0.000000,True
d3-drag,0.015689,3,2,0.000000,False
@typescript-eslint/scope-manager,0.015689,3,2,0.000000,True
@npmcli/agent,0.015671,1,5,0.000000,False
typed-array-byte-length,0.015671,1,5,0.000000,True
d3-scale,0.015671,1,5,0.000000,False
@babel/plugin-transform-object-rest-spread,0.015671,1,5,0.000000,False
array.prototype.tosorted,0.015671,1,5,0.000000,False
@asamuzakjp/dom-selector,0.015671,1,5,0.000000,False
terser-webpack-plugin,0.015671,1,5,0.000000,True
is-async-function,0.015671,1,5,0.000000,True
@typescript-eslint/type-utils,0.015671,1,5,0.000000,True
jest-each,0.015671,1,5,0.000000,True
@babel/preset-modules,0.015671,1,5,0.000000,False
read-pkg,0.015671,1,5,0.000000,True
d3-brush,0.015671,1,5,0.000000,False
d3-zoom,0.015671,1,5,0.000000,False
cacheable,0.015671,1,5,0.000000,False
write-file-atomic,0.015440,1,2,0.000016,True
update-browserslist-db,0.015440,1,2,0.000016,True
@nodelib/fs.walk,0.015440,1,2,0.000016,True
stack-utils,0.015254,2,1,0.000013,True
fast-xml-parser,0.015254,2,1,0.000013,True
@jest/globals,0.015128,1,4,0.000004,True
gcp-metadata,0.015051,1,3,0.000010,False
streamx,0.015051,1,3,0.000010,False
@jest/source-map,0.015051,1,3,0.000010,True
verror,0.015051,1,3,0.000010,False
@paralleldrive/cuid2,0.015051,1,3,0.000010,False
log-symbols,0.014865,2,2,0.000006,True
css-tree,0.014865,2,2,0.000006,True
import-fresh,0.014865,2,2,0.000006,True
slice-ansi,0.014865,2,2,0.000006,True
chromium-bidi,0.014865,2,2,0.000006,False
npm-run-path,0.014740,1,2,0.000014,True
@eslint/core,0.014679,3,1,0.000003,True
ci-info,0.014493,4,0,0.000000,True
d3-color,0.014493,4,0,0.000000,False
object-keys,0.014493,4,0,0.000000,True
unicorn-magic,0.014493,4,0,0.000000,False
extend,0.014493,4,0,0.000000,True
@inquirer/figures,0.014493,4,0,0.000000,False
exit-x,0.014493,4,0,0.000000,False
escape-html,0.014493,4,0,0.000000,True
inherits,0.014493,4,0,0.000000,True
universal-user-agent,0.014493,4,0,0.000000,False
esutils,0.014493,4,0,0.000000,True
d3-selection,0.014493,4,0,0.000000,False
encodeurl,0.014493,4,0,0.000000,True
@types/json-schema,0.014493,4,0,0.000000,True
@types/istanbul-lib-coverage,0.014493,4,0,0.000000,True
is-callable,0.014493,4,0,0.000000,True
ignore,0.014493,4,0,0.000000,True
istanbul-lib-coverage,0.014493,4,0,0.000000,True
punycode,0.014493,4,0,0.000000,True
parseurl,0.014493,4,0,0.000000,True
statuses,0.014493,4,0,0.000000,True
token-types,0.014475,2,3,0.000000,False
@azure/core-http-compat,0.014475,2,3,0.000000,False
@babel/helper-remap-async-to-generator,0.014475,2,3,0.000000,True
@aws-crypto/crc32,0.014475,2,3,0.000000,False
espree,0.014475,2,3,0.000000,True
@smithy/hash-stream-node,0.014475,2,3,0.000000,False
autoprefixer,0.014458,0,6,0.000000,True
vite,0.014458,0,6,0.000000,True
globby,0.014458,0,6,0.000000,True
open,0.014458,0,6,0.000000,True
@types/istanbul-reports,0.014430,1,1,0.000019,True
@types/yargs,0.014430,1,1,0.000019,True
p-locate,0.014430,1,1,0.000019,True
elasticsearch,0.014351,1,3,0.000008,False
@firebase/database-types,0.014165,2,2,0.000005,False
safe-push-apply,0.014165,2,2,0.000005,True
node-schedule,0.014118,1,3,0.000007,False
amqplib,0.014040,1,2,0.000013,False
anymatch,0.014040,1,2,0.000013,True
restore-cursor,0.014040,1,2,0.000013,True
htmlparser2,0.014008,1,4,0.000002,True
sharp,0.013931,1,3,0.000007,False
@smithy/middleware-apply-body-checksum,0.013728,1,4,0.000001,False
source-map-support,0.013465,2,2,0.000003,True
cron-parser,0.013279,3,1,0.000000,False
d3-time,0.013279,3,1,0.000000,False
moment-timezone,0.013279,3,1,0.000000,False
@aws-sdk/util-arn-parser,0.013279,3,1,0.000000,False
@babel/plugin-proposal-private-property-in-object,0.013262,1,4,0.000000,True
@smithy/eventstream-codec,0.013262,1,4,0.000000,False
which-collection,0.013262,1,4,0.000000,True
terser,0.013262,1,4,0.000000,True
@inquirer/checkbox,0.013262,1,4,0.000000,False
unbox-primitive,0.013262,1,4,0.000000,True
jsx-ast-utils,0.013262,1,4,0.000000,True
@cacheable/memory,0.013262,1,4,0.000000,False
@webassemblyjs/wasm-opt,0.013262,1,4,0.000000,True
@types/eslint-scope,0.013262,1,4,0.000000,False
object.entries,0.013262,1,4,0.000000,True
@jest/test-sequencer,0.013262,1,4,0.000000,True
is-descriptor,0.013262,1,4,0.000000,True
@babel/plugin-transform-modules-systemjs,0.013262,1,4,0.000000,True
@azure/core-lro,0.013262,1,4,0.000000,False
@aws-sdk/middleware-expect-continue,0.013262,1,4,0.000000,False
@webassemblyjs/helper-wasm-section,0.013262,1,4,0.000000,True
@inquirer/select,0.013262,1,4,0.000000,False
serve-static,0.013262,1,4,0.000000,True
makeerror,0.013030,1,1,0.000016,True
@isaacs/brace-expansion,0.013030,1,1,0.000016,False
@babel/helper-member-expression-to-functions,0.012859,2,2,0.000002,True
xml2js,0.012765,2,2,0.000002,True
@cacheable/utils,0.012765,2,2,0.000002,False
@sendgrid/mail,0.012641,1,2,0.000010,False
default-browser,0.012641,1,2,0.000010,False
figures,0.012455,2,1,0.000006,True
pkg-dir,0.012455,2,1,0.000006,True
glob-parent,0.012455,2,1,0.000006,True
fetch-blob,0.012455,2,1,0.000006,False
get-uri,0.012252,1,3,0.000003,False
jest-changed-files,0.012252,1,3,0.000003,True
levn,0.012066,2,2,0.000000,True
@jest/expect,0.012066,2,2,0.000000,True
@smithy/abort-controller,0.012066,2,2,0.000000,True
@babel/helper-module-imports,0.012066,2,2,0.000000,True
spdx-expression-parse,0.012066,2,2,0.000000,True
@firebase/component,0.012066,2,2,0.000000,False
is-date-object,0.012066,2,2,0.000000,True
@babel/plugin-transform-optional-chaining,0.012066,2,2,0.000000,True
eslint-scope,0.012066,2,2,0.000000,True
@smithy/eventstream-serde-config-resolver,0.012066,2,2,0.000000,False
@babel/plugin-transform-dotall-regex,0.012066,2,2,0.000000,True
globalthis,0.012066,2,2,0.000000,True
array-buffer-byte-length,0.012066,2,2,0.000000,True
handlebars,0.012048,0,5,0.000000,True
